source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-03-31T15:33:07Z,NA,61,35.141.95.189,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad14,4;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583296688]",32828,chevrolet_bolt_ev,2017,yes,NA_NA,NA,no,NA,NA,NA,240,chevrolet_bolt_ev,1,yes,NA,250,no,NA,NA,below_10,private_garage,NA,no,250,no,NA,yes,250,yes,2,5_to_8,no,NA,NA,305,2024-03-31T15:38:08Z,2024-03-31T15:43:13Z,418,2,2,1,1,2,1,1,no,111,very,1936,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,100_to_150,84,yes,no,NA,945180,NA,232,2024-03-31T15:46:29Z,2024-03-31T15:50:21Z,423,2,2,2,1,2,3,no,NA,no,no
social,2024-03-31T18:10:10Z,NA,66,73.129.175.42,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad13,8;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583415519]",19958,kia_ev_6,2022,yes,ford_ranger,2004,no,NA,NA,NA,135,kia_ev_6,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,2,5_to_8,no,NA,NA,386,2024-03-31T18:13:31Z,2024-03-31T18:19:57Z,67,2,1,2,1,2,1,1,no,70,very,1953,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,150_to_200,43,yes,yes,250,568047,NA,1809,2024-03-31T18:21:52Z,2024-03-31T18:52:01Z,458,1,1,1,1,1,2,no,It wasn’t clear if I’d be charged for electricity when recharging under the V2L program.,no,no
social,2024-03-31T19:28:07Z,NA,88,76.120.49.203,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/583415519]",80528,chevrolet_bolt_euv,2023,yes,toyota_highlander,2013,no,NA,NA,NA,107,chevrolet_bolt_euv,2,yes,NA,250,yes,by_car,5,31_to_50,private_garage,NA,not_sure,250,no,NA,yes,250,yes,5,more_than_8,no,NA,NA,5665,2024-03-31T19:31:22Z,2024-03-31T21:05:47Z,459,2,1,1,2,2,1,1,no,77,very,1954,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,100_to_150,61,yes,yes,500,530944,NA,218,2024-03-31T21:08:05Z,2024-03-31T21:11:43Z,528,1,1,1,2,1,2,no,NA,no,no
social,2024-03-31T22:06:51Z,NA,80,136.23.20.129,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Pro Build/AP1A.240305.019.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 Instagram 322.0.0.37.95 Android (34/14; 360dpi; 1008x2077; Google/google; Pixel 8 Pro; husky; husky; en_US; 575346435)",90640,tesla_model_3,2024,yes,toyota_venza,2012,no,NA,NA,NA,145,tesla_model_3,2,yes,NA,300,yes,by_car,5,51_to_100,private_garage,NA,yes,350,app,NA,yes,350,yes,7,more_than_8,no,NA,NA,241,2024-03-31T22:10:36Z,2024-03-31T22:14:37Z,591,2,2,1,2,3,3,3,no,64,very,1973,male,asian,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,3,prefer_not_say,44,yes,yes,100,427178,NA,201,2024-03-31T22:16:25Z,2024-03-31T22:19:46Z,329,2,3,3,2,2,1,no,NA,no,no
social,2024-04-01T00:48:22Z,NA,68,217.180.196.19,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad7,5;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/0]",32311,ford_mustang_mach_e,2023,yes,tesla_model_y,2023,yes,NA,NA,NA,126,ford_mustang_mach_e,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,4,5_to_8,no,NA,NA,241,2024-04-01T00:51:34Z,2024-04-01T00:55:35Z,485,2,2,2,1,1,2,1,no,60,very,1955,male,white,NA,degree_grad,NA,retired,independent,detached,NA,own,2,prefer_not_say,63,yes,no,NA,934750,NA,438,2024-04-01T00:57:35Z,2024-04-01T01:04:53Z,524,2,2,1,2,2,2,no,NA,no,no
social,2024-04-01T03:36:08Z,NA,80,107.142.38.206,"Mozilla/5.0 (Linux; Android 14; Pixel 6 Build/AP1A.240405.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.40 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/457.0.0.54.84;]",94066,kia_ev_6,2023,yes,cadillac_de_ville,older,no,NA,NA,NA,157,kia_ev_6,2,yes,NA,250,yes,"by_car, by_bus",3,31_to_50,street,NA,yes,300,app,NA,yes,300,yes,1,more_than_8,yes,2,5_to_8,367,2024-04-01T03:40:07Z,2024-04-01T03:46:14Z,268,2,1,1,2,1,1,1,no,121,believe,1976,non_bi,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,3,over_400,101,yes,already_have,NA,303830,NA,504,2024-04-01T03:49:57Z,2024-04-01T03:58:21Z,552,1,2,2,1,1,2,no,"I appreciate non-binary gender being an option - so many surveys waste my time because I get to gender and have to abandon the survey!

BTW I said I park on the street, which I mostly do, but to charge I park in my driveway. My spouse also has an EV and we share one charger. I answered the questions for the two cars that are mine. We could do V2G with either EV.",no,no
social,2024-04-01T03:43:39Z,NA,48,204.111.113.48,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",22802,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,154,tesla_model_y,1,yes,NA,300,no,NA,NA,below_10,driveway,NA,yes,300,app,NA,yes,300,yes,4,more_than_8,yes,1,3_to_5,236,2024-04-01T03:47:01Z,2024-04-01T03:50:57Z,167,2,1,1,1,2,2,2,no,52,very,1977,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,300_to_400,89,yes,no,NA,470931,NA,150,2024-04-01T03:53:19Z,2024-04-01T03:55:49Z,388,2,1,1,1,2,1,no,NA,no,no
social,2024-04-01T06:32:17Z,NA,114,136.52.71.162,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone15,3; iOS 17_3_1; en_US; en; scale=3.00; 1290x2796; 580117525) NW/3",92602,tesla_model_3,2022,yes,lexus_gs_450_h,2018,no,NA,NA,NA,122,tesla_model_3,2,yes,NA,300,yes,by_car,4,10_to_30,private_garage,NA,yes,350,app,NA,yes,350,yes,3,3_to_5,no,NA,NA,343,2024-04-01T06:36:14Z,2024-04-01T06:41:57Z,482,2,2,1,2,1,1,1,no,73,not,1965,female,asian,NA,degree_bs,NA,employed_under40,republican,detached,NA,own,4,over_400,86,yes,no,NA,602157,NA,172,2024-04-01T06:44:37Z,2024-04-01T06:47:29Z,50,1,2,2,1,2,1,no,NA,no,no
social,2024-04-02T01:42:10Z,NA,882,66.38.90.147,"Mozilla/5.0 (Linux; Android 14; Pixel 4a (5G) Build/UP1A.231105.001.B2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.40 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]",42701,hyundai_ioniq_5,2023,yes,NA_NA,NA,no,NA,NA,NA,173,hyundai_ioniq_5,1,yes,NA,250,yes,by_car,4,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,3,5_to_8,no,NA,NA,255,2024-04-02T01:59:46Z,2024-04-02T02:04:01Z,323,2,1,2,2,2,1,2,no,76,very,1971,male,asian,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,50_to_75,52,yes,yes,100,726086,NA,174,2024-04-02T02:06:11Z,2024-04-02T02:09:05Z,3,2,2,1,2,1,1,no,NA,no,no
social,2024-04-02T03:20:10Z,NA,86,208.58.214.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone16,2; iOS 17_3_1; en_US; en; scale=3.00; 1290x2796; 580117525) NW/3",20007,tesla_model_3,2021,yes,mazda_cx_30,2021,no,NA,NA,NA,1378,tesla_model_3,2,yes,NA,300,yes,by_car,5,below_10,private_garage,NA,yes,300,app,NA,yes,300,yes,1,5_to_8,no,NA,NA,561,2024-04-02T03:44:35Z,2024-04-02T03:53:56Z,340,2,1,2,2,1,1,1,no,72,very,1981,male,hispanic,NA,degree_grad,NA,employed_over40,independent,townhome,NA,own,3,300_to_400,66,yes,no,NA,522715,NA,182,2024-04-02T03:56:16Z,2024-04-02T03:59:18Z,196,2,1,2,2,2,1,no,NA,no,no
social,2024-04-02T04:00:41Z,NA,175,68.235.110.205,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/583818985]",56601,chevrolet_bolt_ev,2023,yes,jeep_cherokee,2016,no,NA,NA,NA,172,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,250,smc,Beltrami Electric Coop,yes,250,yes,7,more_than_8,no,NA,NA,411,2024-04-02T04:06:29Z,2024-04-02T04:13:20Z,94,2,1,2,2,1,3,3,no,85,very,1957,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,100_to_150,71,yes,no,NA,693046,NA,207,2024-04-02T04:15:57Z,2024-04-02T04:19:24Z,101,3,3,3,3,3,1,no,NA,no,no
social,2024-04-02T04:51:40Z,NA,171,70.172.131.182,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 324.0.4.26.52 (iPhone14,4; iOS 17_4_1; en_US; en; scale=3.00; 1125x2436; 580117525) NW/3",06035,tesla_model_y,2022,yes,volkswagen_touareg,2014,no,NA,NA,NA,244,tesla_model_y,2,yes,NA,300,yes,by_car,5,31_to_50,private_garage,NA,no,300,no,NA,yes,300,yes,3,more_than_8,no,NA,NA,507,2024-04-02T04:58:36Z,2024-04-02T05:07:03Z,101,2,1,1,3,2,2,2,no,96,very,1970,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,rent,2,prefer_not_say,78,yes,yes,300,601760,NA,152,2024-04-02T05:09:58Z,2024-04-02T05:12:30Z,115,3,2,2,2,1,2,no,NA,no,no
social,2024-04-02T14:47:13Z,NA,83,172.56.222.72,"Mozilla/5.0 (Linux; Android 14; LE2115 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/457.0.0.54.84;]",17403,toyota_prius,2008,no,ford_mustang_mach_e,2023,yes,NA,NA,NA,101,ford_mustang_mach_e,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,no,300,no,NA,yes,300,yes,7,more_than_8,no,NA,NA,318,2024-04-02T14:50:18Z,2024-04-02T14:55:36Z,471,2,2,2,2,2,1,2,no,60,very,1958,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,1,75_to_100,28,yes,no,NA,287563,NA,236,2024-04-02T14:57:04Z,2024-04-02T15:01:00Z,236,1,1,2,2,2,2,no,NA,no,no
social,2024-04-02T20:57:28Z,NA,133,174.247.14.82,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/456.0.0.43.107;FBBV/578727508;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/582510490]",41097,tesla_model_y,2023,yes,toyota_rav_4_hybrid,2020,no,NA,NA,NA,166,tesla_model_y,2,yes,NA,300,no,NA,NA,51_to_100,driveway,NA,no,300,app,NA,yes,300,yes,5,more_than_8,no,NA,NA,695,2024-04-02T21:02:28Z,2024-04-02T21:14:03Z,241,2,1,1,3,3,2,3,no,145,very,1949,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,100_to_150,86,yes,yes,300,393973,NA,280,2024-04-02T21:17:55Z,2024-04-02T21:22:35Z,501,1,2,1,2,2,2,no,NA,no,no
social,2024-04-02T21:20:08Z,NA,85,69.161.109.203,"Mozilla/5.0 (iPad; CPU OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B82 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad12,1;FBMD/iPad;FBSN/iPadOS;FBSV/16.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583864221]",23138,chevrolet_bolt_euv,2023,yes,honda_ridgeline,2012,no,NA,NA,NA,166,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,10_to_30,other,Driveway,no,250,app,NA,yes,250,yes,7,more_than_8,no,NA,NA,762,2024-04-02T21:24:20Z,2024-04-02T21:37:02Z,111,2,1,2,2,1,2,2,no,61,very,1956,female,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,3,100_to_150,189,yes,no,NA,816033,NA,179,2024-04-02T21:41:13Z,2024-04-02T21:44:12Z,81,1,2,2,1,2,2,no,NA,no,no
social,2024-04-03T01:03:34Z,NA,51,172.56.176.0,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad8,7;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583941197]",92240,cadillac_lyriq,2024,yes,NA_NA,NA,no,NA,NA,NA,97,cadillac_lyriq,1,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,4,more_than_8,no,NA,NA,258,2024-04-03T01:05:59Z,2024-04-03T01:10:17Z,570,3,2,1,2,1,2,2,no,72,very,1953,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,150_to_200,58,yes,yes,400,883516,NA,170,2024-04-03T01:12:23Z,2024-04-03T01:15:13Z,110,1,2,1,1,2,1,no,NA,no,no
social,2024-04-03T03:46:24Z,NA,116,67.169.185.99,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad13,16;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583941197]",95005,bmw_i_4,2024,yes,volvo_s_60,2017,no,NA,NA,NA,189,bmw_i_4,2,yes,NA,250,yes,by_car,5,31_to_50,private_garage,NA,no,300,smc,BMW,yes,300,yes,1,more_than_8,yes,1,3_to_5,554,2024-04-03T03:51:30Z,2024-04-03T04:00:44Z,270,2,1,2,1,1,1,1,no,98,very,1955,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,150_to_200,98,yes,yes,1000,673901,NA,403,2024-04-03T04:04:02Z,2024-04-03T04:10:45Z,240,3,2,1,1,2,2,no,NA,no,no
social,2024-04-03T06:39:40Z,NA,84,97.113.55.145,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad14,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/583818985]",98115,fiat_500_e,2015,yes,hyundai_ioniq_5,2024,yes,NA,NA,NA,181,fiat_500_e,2,yes,NA,100,no,NA,NA,below_10,driveway,NA,yes,250,no,NA,yes,250,yes,2,5_to_8,no,NA,NA,367,2024-04-03T06:44:05Z,2024-04-03T06:50:12Z,128,2,2,1,2,2,2,1,no,117,very,1952,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,prefer_not_say,124,yes,yes,500,818338,NA,207,2024-04-03T06:54:14Z,2024-04-03T06:57:41Z,236,2,2,1,2,1,2,no,NA,no,no
social,2024-04-03T10:15:30Z,NA,460,98.97.34.13,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone15,2; iOS 17_3_1; en_US; en; scale=3.00; 1179x2556; 580117525) NW/3",90808,chevrolet_bolt_euv,2022,yes,toyota_rav_4_prime,2023,no,NA,NA,NA,229,chevrolet_bolt_euv,2,yes,NA,250,yes,by_car,4,below_10,private_garage,NA,not_sure,250,no,NA,yes,250,yes,1,5_to_8,no,NA,NA,394,2024-04-03T10:26:59Z,2024-04-03T10:33:33Z,340,2,1,2,2,1,1,3,no,100,very,prefer_not_say,female,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,prefer_not_say,103,yes,yes,500,829735,NA,199,2024-04-03T10:36:57Z,2024-04-03T10:40:16Z,171,1,2,2,2,1,2,no,NA,no,no
social,2024-04-03T12:56:59Z,NA,110,96.234.160.247,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPad7,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/584047606]",21239,kia_niro_ev,2022,yes,toyota_rav_4_hybrid,2017,no,NA,NA,NA,250,kia_niro_ev,2,yes,NA,250,yes,by_car,4,below_10,driveway,NA,yes,250,no,NA,yes,250,yes,1,3_to_5,yes,1,3_to_5,538,2024-04-03T13:03:00Z,2024-04-03T13:11:58Z,403,2,2,1,1,2,2,1,no,97,very,1964,male,white,NA,degree_grad,NA,employed_over40,prefer_not_say,detached,NA,own,3,200_to_250,85,yes,yes,50,348527,NA,159,2024-04-03T13:15:00Z,2024-04-03T13:17:39Z,317,1,2,1,1,1,1,no,NA,no,no
social,2024-04-03T14:04:46Z,NA,140,71.149.222.149,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Build/AP1A.240305.019.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.40 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/457.0.0.54.84;]",77389,tesla_model_3,2018,yes,kia_sorento,2017,no,NA,NA,NA,199,tesla_model_3,2,yes,NA,300,yes,by_car,1,10_to_30,private_garage,NA,yes,250,app,NA,yes,250,yes,5,more_than_8,yes,1,less_than_3,291,2024-04-03T14:10:25Z,2024-04-03T14:15:16Z,489,2,2,1,2,2,2,1,no,126,very,1956,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,250_to_300,42,yes,yes,600,340634,NA,228,2024-04-03T14:18:04Z,2024-04-03T14:21:52Z,15,2,2,3,2,1,2,no,NA,no,no
social,2024-04-03T16:30:37Z,NA,105,70.189.203.69,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/584214566]",8900,bmw_i_4,2024,yes,mitsubishi_outlander,2017,no,NA,NA,NA,120,bmw_i_4,2,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,yes,200,app,NA,yes,200,yes,2,3_to_5,no,NA,NA,291,2024-04-03T16:34:22Z,2024-04-03T16:39:13Z,133,2,1,1,2,2,1,1,no,86,very,1952,male,white,NA,degree_associate,NA,retired,independent,townhome,NA,own,2,75_to_100,40,yes,no,NA,257616,NA,316,2024-04-03T16:41:19Z,2024-04-03T16:46:35Z,261,1,2,1,2,2,2,no,My options chosen were based upon total miles available upon completion of charge cycle. Not upon income gained from my involvement in the program.,no,no
social,2024-04-09T04:25:06Z,NA,69,38.22.144.216,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",65324,subaru_crosstrek,2018,no,chevrolet_bolt_euv,2023,yes,NA,NA,NA,109,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,5,less_than_3,no,NA,NA,217,2024-04-09T04:28:06Z,2024-04-09T04:31:43Z,581,2,2,2,3,2,1,2,no,76,somewhat,1955,male,white,NA,degree_bs,NA,retired,republican,detached,NA,own,2,150_to_200,37,yes,yes,150,575442,NA,189,2024-04-09T04:33:36Z,2024-04-09T04:36:45Z,350,1,2,1,1,1,1,no,Interesting ideas,no,no
social,2024-04-09T06:51:13Z,NA,149,172.56.105.168,"Mozilla/5.0 (Linux; Android 12; SM-T500 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.96 Safari/537.36 [FB_IAB/FB4A;FBAV/458.0.0.38.86;]",98042,tesla_model_s,2023,yes,ford_f_150,2019,no,NA,NA,NA,455,tesla_model_s,3,yes,NA,300,no,NA,NA,31_to_50,private_garage,NA,no,400,app,NA,yes,400,yes,7,more_than_8,no,NA,NA,506,2024-04-09T07:01:18Z,2024-04-09T07:09:44Z,265,2,1,1,2,1,2,2,no,146,very,1954,male,other,Ural Altic,degree_bs,NA,retired,prefer_not_say,detached,NA,own,2,200_to_250,42,yes,no,NA,139347,NA,1138,2024-04-09T07:12:54Z,2024-04-09T07:31:52Z,225,2,1,1,1,1,1,no,"I am in the process of enrolling in a program I'm having software issues. Working with PSE to resolve them.
I also only charge after midnight.",no,no
social,2024-04-09T13:37:01Z,NA,122,99.70.215.193,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/458.0.2.31.105;FBBV/584205671;FBDV/iPad12,1;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/585919310]",32819,chevrolet_bolt_euv,2023,yes,gmc_terrain,2019,no,NA,NA,NA,181,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,yes,250,no,NA,yes,250,yes,1,5_to_8,no,NA,NA,256,2024-04-09T13:42:04Z,2024-04-09T13:46:20Z,38,2,2,2,2,1,1,2,no,104,very,1946,male,white,NA,degree_associate,NA,retired,democratic,townhome,NA,own,2,75_to_100,84,yes,yes,1000,456781,NA,168,2024-04-09T13:49:29Z,2024-04-09T13:52:17Z,117,2,1,1,2,2,2,no,NA,no,no
social,2024-04-09T14:07:46Z,NA,93,35.148.31.129,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/458.0.2.31.105;FBBV/584205671;FBDV/iPad14,2;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/585728503]",53094,chevrolet_bolt_ev,2018,yes,toyota_rav_4_hybrid,2020,no,NA,NA,NA,210,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,250,no,NA,yes,250,yes,7,more_than_8,no,NA,NA,404,2024-04-09T14:12:50Z,2024-04-09T14:19:34Z,313,2,2,2,1,3,3,1,no,135,somewhat,1957,male,white,NA,degree_grad,NA,retired,republican,detached,NA,own,2,75_to_100,53,yes,no,NA,702603,NA,154,2024-04-09T14:22:42Z,2024-04-09T14:25:16Z,81,1,2,1,1,2,2,no,NA,no,no
social,2024-04-09T14:52:26Z,NA,105,64.37.27.39,"Mozilla/5.0 (Linux; Android 14; SM-S918U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.96 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/458.0.0.38.86;]",81036,bmw_i_x,2024,yes,gmc_sierra_1500,2017,no,NA,NA,NA,203,bmw_i_x,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,2,more_than_8,no,NA,NA,456,2024-04-09T14:57:35Z,2024-04-09T15:05:11Z,60,2,2,1,1,1,1,1,no,116,neutral,1951,male,white,NA,degree_grad,NA,retired,republican,detached,NA,own,2,200_to_250,57,yes,yes,450,830441,NA,304,2024-04-09T15:08:04Z,2024-04-09T15:13:08Z,432,2,1,1,2,1,2,no,NA,no,no
