source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-03-14T18:09:56Z,NA,46,24.240.42.38,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",53717,tesla_model_3,2018,yes,ford_c_max_energi,2013,no,NA,NA,NA,183,tesla_model_3,2,yes,NA,300,yes,by_car,3,31_to_50,private_garage,NA,yes,300,smc,MG&E via EV.Energy,yes,300,yes,5,more_than_8,yes,3,5_to_8,507,2024-03-14T18:13:46Z,2024-03-14T18:22:13Z,453,2,2,1,1,2,1,1,no,78,very,1970,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,3,150_to_200,93,yes,yes,400,666551,NA,245,2024-03-14T18:25:05Z,2024-03-14T18:29:10Z,471,1,2,1,1,2,2,no,NA,no,no
social,2024-03-14T18:56:30Z,NA,97,174.204.66.10,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPad13,2;FBMD/iPad;FBSN/iPadOS;FBSV/17.4;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/576577102]",85213,ford_f_150_lightning,2023,yes,audi_e_tron,2019,yes,NA,NA,NA,178,ford_f_150_lightning,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,271,2024-03-14T19:01:07Z,2024-03-14T19:05:38Z,189,2,2,2,2,2,2,1,no,92,neutral,prefer_not_say,male,white,NA,degree_grad,NA,retired,independent,detached,NA,own,2,150_to_200,53,yes,yes,1500,937297,NA,117,2024-03-14T19:08:04Z,2024-03-14T19:10:01Z,76,2,1,2,1,1,1,no,NA,no,yes
social,2024-03-14T20:06:45Z,NA,125,98.184.196.131,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Build/UQ1A.240205.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.64 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]",92617,volvo_xc_40_recharge,2021,yes,chevrolet_bolt_ev,2023,yes,NA,NA,NA,157,volvo_xc_40_recharge,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,yes,200,app,NA,yes,200,yes,3,3_to_5,no,NA,NA,252,2024-03-14T20:11:27Z,2024-03-14T20:15:39Z,386,2,2,1,1,2,2,1,no,39,very,1968,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,over_400,88,yes,yes,400,665353,NA,139,2024-03-14T20:17:47Z,2024-03-14T20:20:06Z,431,2,2,2,2,2,1,no,NA,no,yes
social,2024-03-14T22:40:01Z,NA,77,166.199.98.49,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/576589276]",15650,chevrolet_bolt_ev,2020,yes,chevrolet_equinox,2020,no,NA,NA,NA,4617,chevrolet_bolt_ev,2,yes,NA,250,yes,by_car,5,below_10,driveway,NA,no,250,app,NA,yes,250,yes,1,more_than_8,no,NA,NA,373,2024-03-14T23:58:15Z,2024-03-15T00:04:28Z,286,3,1,1,3,3,3,3,no,97,not,1969,male,white,NA,college_some,NA,employed_over40,republican,detached,NA,own,3,100_to_150,44,no,NA,NA,430486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-15T04:33:48Z,NA,58,75.242.167.186,"Mozilla/5.0 (Linux; Android 12; SM-G970U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]",45069,tesla_model_3,2022,yes,NA_NA,NA,no,NA,NA,NA,201,tesla_model_3,1,yes,NA,300,yes,by_car,3,31_to_50,shared_garage,NA,no,250,no,NA,no,250,yes,3,more_than_8,yes,2,3_to_5,295,2024-03-15T04:38:08Z,2024-03-15T04:43:03Z,455,2,2,2,2,2,2,1,no,66,very,1974,male,white,NA,degree_grad,NA,employed_over40,independent,condo,NA,own,2,100_to_150,43,yes,no,NA,244382,NA,193,2024-03-15T04:44:54Z,2024-03-15T04:48:07Z,520,2,2,2,1,2,1,no,NA,no,no
social,2024-03-15T04:54:50Z,NA,61,24.118.115.245,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/576599121]",55428,cadillac_lyriq,2024,yes,jeep_patriot,2012,no,NA,NA,NA,256,cadillac_lyriq,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,300,smc,EV Accelerate at Home,yes,300,yes,5,5_to_8,no,NA,NA,231,2024-03-15T05:00:08Z,2024-03-15T05:03:59Z,219,2,3,2,3,3,3,3,no,102,believe,1957,male,white,NA,vocational,NA,retired,democratic,detached,NA,own,3,100_to_150,90,yes,no,NA,757263,NA,226,2024-03-15T05:07:13Z,2024-03-15T05:10:59Z,175,2,1,2,2,2,2,no,NA,no,no
social,2024-03-15T05:08:59Z,NA,74,108.36.241.237,"Mozilla/5.0 (Linux; Android 14; SM-G998U1 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]",19460,jeep_wrangler,2022,no,chevrolet_bolt_ev,2023,yes,NA,NA,NA,107,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,yes,250,app,NA,yes,250,yes,2,less_than_3,no,NA,NA,227,2024-03-15T05:12:01Z,2024-03-15T05:15:48Z,527,3,3,2,3,2,3,3,no,94,believe,1980,male,white,NA,college_some,NA,employed_under40,republican,detached,NA,own,2,75_to_100,40,no,NA,NA,322007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-15T06:23:05Z,NA,94,69.204.115.200,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPad13,16;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/0]",14222,volkswagen_id_4,2023,yes,volkswagen_jetta_gli,2022,no,NA,NA,NA,127,volkswagen_id_4,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,2,5_to_8,no,NA,NA,266,2024-03-15T06:26:48Z,2024-03-15T06:31:14Z,93,2,1,1,2,1,2,2,no,108,very,1971,male,white,NA,degree_bs,NA,employed_under40,independent,detached,NA,own,4,250_to_300,72,yes,yes,500,905069,NA,251,2024-03-15T06:34:15Z,2024-03-15T06:38:26Z,15,1,1,1,1,1,2,no,What about solar at my home?,no,no
social,2024-03-15T12:59:42Z,NA,89,71.93.14.141,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPhone15,2;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/576695438]",99338,fisker_karma,2023,no,bmw_i_3,2014,yes,NA,NA,NA,222,bmw_i_3,2,yes,NA,100,yes,by_car,3,10_to_30,private_garage,NA,yes,350,no,NA,yes,350,yes,3,3_to_5,no,NA,NA,220,2024-03-15T13:04:54Z,2024-03-15T13:08:34Z,142,3,2,2,2,2,2,1,no,99,very,1956,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,2,100_to_150,86,yes,yes,400,376610,NA,164,2024-03-15T13:11:39Z,2024-03-15T13:14:23Z,138,1,2,1,2,2,2,no,NA,no,no
social,2024-03-20T12:26:24Z,NA,89,110.150.51.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 Instagram 323.0.3.23.54 (iPhone16,1; iOS 17_4; en_US; en; scale=3.00; 1179x2556; 577210397) NW/3",50312,tesla_model_y,2022,yes,subaru_outback,2014,no,NA,NA,NA,79,tesla_model_y,2,yes,NA,300,yes,by_car,4,10_to_30,private_garage,NA,yes,300,no,NA,no,300,yes,7,more_than_8,no,NA,NA,213,2024-03-20T12:29:14Z,2024-03-20T12:32:47Z,580,2,2,2,2,2,1,1,no,51,very,1979,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,4,over_400,20,yes,yes,2000,814778,NA,146,2024-03-20T12:33:59Z,2024-03-20T12:36:25Z,191,1,2,2,1,1,2,no,NA,no,yes
social,2024-03-20T14:31:04Z,NA,4769,149.102.252.11,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36",06907,tesla_model_s,2016,yes,NA_NA,NA,no,NA,NA,NA,112,tesla_model_s,1,yes,NA,300,yes,by_car,3,31_to_50,private_garage,NA,no,200,no,NA,no,200,yes,3,more_than_8,no,NA,NA,44387,2024-03-20T15:52:26Z,2024-03-21T04:12:13Z,63,2,2,2,2,2,2,1,no,55,very,1986,non_bi,prefer_not_say,NA,degree_bs,NA,student,democratic,townhome,NA,own,1,50_to_75,32,yes,no,NA,469277,NA,116,2024-03-21T04:13:42Z,2024-03-21T04:15:38Z,40,3,3,2,1,3,1,no,NA,no,yes
social,2024-03-20T19:03:58Z,NA,63,75.2.218.20,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 Instagram 322.1.1.25.88 (iPhone13,2; iOS 17_4; en_US; en; scale=3.00; 1170x2532; 575967800)",30033,chevrolet_bolt_euv,2023,yes,toyota_prius,2014,no,NA,NA,NA,140,chevrolet_bolt_euv,2,yes,NA,250,yes,by_car,5,10_to_30,private_garage,NA,yes,250,smc,EV Pulse w/ Georgia Power,yes,250,yes,5,less_than_3,no,NA,NA,259,2024-03-20T19:07:21Z,2024-03-20T19:11:40Z,267,2,1,2,2,1,2,1,no,51,very,2002,male,hispanic,NA,college_some,NA,student,democratic,detached,NA,own,3,200_to_250,38,yes,yes,800,758841,NA,195,2024-03-20T19:13:09Z,2024-03-20T19:16:24Z,28,1,1,1,2,1,1,no,NA,no,no
social,2024-03-21T05:03:55Z,NA,4792,104.28.124.179,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",95126,chevrolet_bolt_ev,2023,yes,NA_NA,NA,no,NA,NA,NA,4676,chevrolet_bolt_ev,1,yes,NA,250,yes,by_car,3,below_10,street,NA,yes,250,no,NA,yes,250,no,NA,NA,yes,1,3_to_5,4958,2024-03-21T05:09:14Z,2024-03-21T06:31:52Z,78,2,1,2,1,1,2,2,no,4617,very,1999,male,black,NA,degree_bs,NA,employed_over40,democratic,apartment,NA,rent,2,150_to_200,4606,yes,no,NA,238178,NA,4741,2024-03-21T05:16:51Z,2024-03-21T06:35:52Z,279,2,3,3,2,2,2,no,NA,no,no
social,2024-03-21T05:22:39Z,NA,4612,73.70.114.203,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 Instagram 323.0.3.23.54 (iPhone16,1; iOS 17_4; en_US; en; scale=3.00; 1179x2556; 577210397) NW/3",94115,chevrolet_bolt_ev,2020,yes,NA_NA,NA,no,NA,NA,NA,4659,chevrolet_bolt_ev,1,yes,NA,250,no,NA,NA,below_10,private_garage,NA,yes,250,no,NA,yes,250,yes,1,more_than_8,no,NA,NA,4731,2024-03-21T05:24:42Z,2024-03-21T06:43:33Z,557,2,1,2,2,2,2,1,no,4626,very,1986,male,hispanic,NA,degree_bs,NA,employed_over40,democratic,condo,NA,own,3,over_400,4601,yes,yes,2000,526457,NA,4723,2024-03-21T05:28:35Z,2024-03-21T06:47:18Z,504,2,2,2,1,2,2,no,NA,no,no
social,2024-03-21T10:03:10Z,NA,58,69.228.117.106,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 323.0.3.23.54 (iPhone13,3; iOS 17_3_1; en_US; en; scale=3.00; 1170x2532; 577210397) NW/3",75035,tesla_model_3,2021,yes,NA_NA,NA,no,NA,NA,NA,141,tesla_model_3,1,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,7,3_to_5,no,NA,NA,271,2024-03-21T10:06:31Z,2024-03-21T10:11:02Z,155,2,2,2,2,1,1,2,no,96,neutral,1975,male,other,American,degree_bs,NA,employed_over40,independent,detached,NA,own,3,250_to_300,53,no,NA,NA,890954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-22T20:09:49Z,NA,40,137.25.38.45,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 313.0.2.9.339 (iPhone15,2; iOS 17_3_1; en_US; en; scale=3.00; 1179x2556; 553462334) NW/3",91001,hyundai_ioniq_5,2024,yes,NA_NA,NA,no,NA,NA,NA,228,hyundai_ioniq_5,1,yes,NA,250,yes,by_car,3,51_to_100,private_garage,NA,yes,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,554,2024-03-22T20:14:19Z,2024-03-22T20:23:33Z,466,2,2,1,2,1,1,3,no,59,very,1985,female,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,200_to_250,262,no,NA,NA,700268,"We have solar panels on our house, so ultimately I try to charge the most during the day when we are producing power, not overnight when we aren’t. So while I can see how a utility management plan would be good for some people, I probably wouldn’t sign up for one long term.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-22T22:09:00Z,NA,69,98.97.56.20,"Mozilla/5.0 (Linux; Android 11; SM-T720 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.64 Safari/537.36 Instagram 321.0.0.39.106 Android (30/11; 360dpi; 1600x2452; samsung; SM-T720; gts4lvwifi; qcom; en_US; 572963047)",95685,tesla_model_y,2021,yes,dodge_ram_150,2017,no,NA,NA,NA,95,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,5,5_to_8,no,NA,NA,222,2024-03-22T22:11:46Z,2024-03-22T22:15:28Z,57,2,2,1,1,2,1,2,no,49,very,1956,male,white,NA,college_some,NA,retired,democratic,detached,NA,own,3,prefer_not_say,210,no,NA,NA,207712,This smart charging idea isn't smart enough.  I own PV and batteries (2).  You should take into account more variables like sunshine and rate charges.  I've given this some thought and would love to help model an AI based smart charging system.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-22T23:38:05Z,NA,60,70.95.3.33,"Mozilla/5.0 (Linux; Android 9; SM-N950U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 Instagram 323.0.0.35.65 Android (28/9; 280dpi; 720x1396; samsung; SM-N950U; greatqlte; qcom; en_US; 578014094)",92126,hyundai_kona_electric,2023,yes,NA_NA,NA,no,NA,NA,NA,214,hyundai_kona_electric,1,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,yes,250,app,NA,yes,250,yes,2,more_than_8,no,NA,NA,489,2024-03-22T23:42:39Z,2024-03-22T23:50:48Z,153,2,2,1,2,3,2,3,no,80,very,1972,male,white,NA,degree_bs,NA,employed_under40,independent,townhome,NA,own,1,25_to_35,166,yes,already_have,NA,313513,NA,268,2024-03-22T23:54:54Z,2024-03-22T23:59:22Z,345,3,3,3,3,3,3,yes,The low is either too low or the number of occurrences is too high. A MINIMUM of 100 miles and a MAXIMUM of 2 occurrences per month is all I'm willing to abide.,no,no
social,2024-03-23T22:05:32Z,NA,71,75.118.0.73,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 Instagram 323.0.3.23.54 (iPhone15,5; iOS 17_4; en_US; en; scale=3.00; 1290x2796; 577210397) NW/3",43017,volkswagen_id_4,2023,yes,jeep_grand_cherokee,2015,no,NA,NA,NA,159,volkswagen_id_4,2,yes,NA,250,yes,by_car,2,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,2,3_to_5,no,NA,NA,318,2024-03-23T22:09:23Z,2024-03-23T22:14:41Z,97,2,1,2,2,2,2,1,no,103,somewhat,1965,male,white,NA,degree_grad,NA,employed_over40,prefer_not_say,detached,NA,own,3,prefer_not_say,47,yes,yes,250,839175,NA,171,2024-03-23T22:17:13Z,2024-03-23T22:20:04Z,519,1,1,2,2,1,2,no,NA,no,no
social,2024-03-30T23:47:52Z,NA,63,172.56.2.13,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",23462,chevrolet_bolt_euv,2023,yes,kia_niro_plug_in_hybrid,2020,no,NA,NA,NA,130,chevrolet_bolt_euv,2,yes,NA,250,no,NA,NA,below_10,driveway,NA,no,250,no,NA,yes,250,yes,7,more_than_8,no,NA,NA,245,2024-03-30T23:51:06Z,2024-03-30T23:55:11Z,201,2,2,1,2,1,1,2,no,68,very,1971,male,asian,NA,degree_bs,NA,not_employed_not_looking,democratic,detached,NA,prefer_not_say,2,below_25,50,yes,yes,300,804434,NA,184,2024-03-30T23:57:09Z,2024-03-31T00:00:13Z,90,1,2,2,1,2,2,no,No sure what the point was.  Most were no brainer choices,no,no
social,2024-03-31T01:10:04Z,NA,314280,74.139.115.78,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/583154066]",40065,ford_mustang_mach_e,2023,yes,nissan_frontier,2008,no,NA,NA,NA,227,ford_mustang_mach_e,2,yes,NA,250,no,NA,NA,31_to_50,driveway,NA,no,350,app,NA,yes,350,yes,6,more_than_8,no,NA,NA,389,2024-04-03T16:31:52Z,2024-04-03T16:38:21Z,488,2,2,3,1,3,3,3,no,236,very,1942,female,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,prefer_not_say,94,yes,no,NA,296430,NA,242,2024-04-03T16:43:51Z,2024-04-03T16:47:53Z,304,2,2,3,1,2,2,no,NA,no,no
social,2024-03-31T03:20:34Z,NA,71,181.214.150.245,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19H384 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/15.8.2;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/582755862]",06331,toyota_b_z_4_x,2023,yes,acura_rl,2009,no,NA,NA,NA,160,toyota_b_z_4_x,2,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,no,200,app,NA,yes,200,yes,3,3_to_5,no,NA,NA,237,2024-03-31T03:24:25Z,2024-03-31T03:28:22Z,539,3,3,3,3,2,3,3,no,92,not,1954,male,prefer_not_say,NA,degree_grad,NA,retired,prefer_not_say,detached,NA,own,2,prefer_not_say,147,no,NA,NA,225988,EV need rapid charging and longer range.  My vehicle doesn’t allow for more than two rapid charging per 24 hour period.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-31T04:24:41Z,NA,92,173.235.161.149,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",39402,tesla_model_s,2020,yes,NA_NA,NA,no,NA,NA,NA,234,tesla_model_s,1,yes,NA,300,yes,by_car,3,10_to_30,private_garage,NA,yes,400,app,NA,yes,400,yes,7,5_to_8,no,NA,NA,558,2024-03-31T04:30:07Z,2024-03-31T04:39:25Z,541,2,2,2,2,2,3,1,no,129,not,1944,male,white,NA,degree_bs,NA,retired,republican,detached,NA,own,1,75_to_100,109,yes,no,NA,909319,NA,333,2024-03-31T04:43:23Z,2024-03-31T04:48:56Z,426,1,1,1,1,1,1,yes,NA,no,no
social,2024-03-31T07:23:18Z,NA,73,107.214.145.212,"Mozilla/5.0 (Linux; Android 14; SM-F731U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.136 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/456.0.0.39.90;]",94553,cadillac_lyriq,2024,yes,chevrolet_bolt_euv,2022,yes,NA,NA,NA,95,cadillac_lyriq,2,yes,NA,300,no,NA,NA,below_10,driveway,NA,yes,300,no,NA,yes,300,no,NA,NA,no,NA,NA,210,2024-03-31T07:26:07Z,2024-03-31T07:29:37Z,409,2,1,2,1,1,2,1,no,53,neutral,1955,male,white,NA,degree_bs,NA,retired,republican,detached,NA,own,2,150_to_200,30,yes,yes,300,160670,NA,169,2024-03-31T07:31:01Z,2024-03-31T07:33:50Z,195,1,2,2,1,2,2,no,Should ask whether you have access to free charging. Both of my EVs charge at free locations instead of home.,no,no
social,2024-03-31T08:13:29Z,NA,128,24.21.180.177,"Mozilla/5.0 (Linux; Android 13; Pixel 4a Build/TQ3A.230805.001.S1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.40 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/457.0.0.54.84;]",97223,toyota_b_z_4_x,2023,yes,toyota_highlander_hybrid,2006,no,NA,NA,NA,229,toyota_b_z_4_x,2,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,not_sure,250,no,NA,yes,250,yes,1,3_to_5,no,NA,NA,437,2024-03-31T08:19:27Z,2024-03-31T08:26:44Z,431,2,3,3,3,3,2,1,no,94,neutral,1955,prefer_not_say,prefer_not_say,NA,degree_associate,NA,retired,prefer_not_say,detached,NA,own,2,prefer_not_say,71,no,NA,NA,763948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-03-31T08:44:53Z,NA,72,184.190.145.171,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Safari/605.1.15",85208,nissan_ariya,2023,yes,toyota_prius,2014,no,NA,NA,NA,193,nissan_ariya,2,yes,NA,250,yes,by_car,3,31_to_50,private_garage,NA,no,200,app,NA,yes,200,yes,4,more_than_8,no,NA,NA,260,2024-03-31T08:49:18Z,2024-03-31T08:53:38Z,490,2,2,1,1,2,1,2,no,83,very,1961,male,white,NA,college_some,NA,employed_under40,democratic,detached,NA,own,2,100_to_150,64,yes,yes,300,692599,NA,176,2024-03-31T08:56:06Z,2024-03-31T08:59:02Z,388,2,1,1,1,1,1,no,NA,no,no
social,2024-03-31T10:54:42Z,NA,138,47.24.199.18,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/583154066]",63011,tesla_model_y,2021,yes,volvo_940,1993,no,NA,NA,NA,138,tesla_model_y,2,yes,NA,300,no,NA,NA,51_to_100,driveway,NA,yes,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,369,2024-03-31T10:59:19Z,2024-03-31T11:05:28Z,265,2,2,1,1,1,2,2,no,89,not,1950,male,other,Multi-Racial,degree_grad,NA,retired,independent,detached,NA,own,2,prefer_not_say,36,yes,no,NA,582056,NA,197,2024-03-31T11:07:34Z,2024-03-31T11:10:51Z,21,2,1,1,1,1,2,no,NA,no,no
social,2024-03-31T12:35:16Z,NA,71,216.48.98.199,"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPad13,16;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/576695438]",14222,volkswagen_id_4,2023,yes,volkswagen_gli,2022,no,NA,NA,NA,204,volkswagen_id_4,2,yes,NA,250,yes,by_walk,NA,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,3,3_to_5,no,NA,NA,260,2024-03-31T12:39:52Z,2024-03-31T12:44:12Z,193,2,2,2,1,2,1,1,no,78,very,1971,male,white,NA,degree_bs,NA,employed_under40,independent,detached,NA,own,4,250_to_300,54,yes,no,NA,848062,NA,158,2024-03-31T12:46:24Z,2024-03-31T12:49:02Z,125,1,2,1,1,2,1,no,NA,no,no
