session,session_id,study_id,iteration,created,modified,ended,expired,time_4b_start,completion_code,v2g_survey,v2g_respID,v2g_df,user_range,time_4b_1,mc_v2g_1,time_4b_2,mc_v2g_2,time_4b_3,mc_v2g_3,time_4b_4,mc_v2g_4,time_4b_5,mc_v2g_5,time_4b_6,mc_v2g_6,time_4b_7,v2g_all_same,txt_feedback_2,time_4b_1_posix,time_4b_7_posix,time_diff_v2g,v2g_speeding,time_4b_end,psid_complete
LLlbgdruUZOx0I8YHHkNQW_6R0_2iqeQzZi_mYPsoL4m2JLwvjdzONPLGspr25OG,35523777,141484,29,2024-09-30 23:21:09,2024-09-30 23:22:44,2024-09-30 23:22:44,,2024-09-30 23:21:09,836866,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1742,"{""profileID"":651,""respID"":1742,""qID"":1,""altID"":1,""obsID"":6847,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",250,2024-09-30 23:21:29,1,2024-09-30 23:21:39,1,2024-09-30 23:21:47,1,2024-09-30 23:21:53,2,2024-09-30 23:21:59,2,2024-09-30 23:22:05,1,2024-09-30 23:22:13,no,Well done all involved,2024-09-30 23:21:29,2024-09-30 23:22:13,44,no,2024-09-30 23:22:44,S0iesZfB10azXK7HajeaEQ**
QdJkQJYbu7Rfr4tr5KHf_8fMLqWhIxYlCs35FOz6G6BjFQLZe5_MiLIuvpnMWRwv,35523818,141484,30,2024-09-30 23:25:52,2024-09-30 23:26:52,2024-09-30 23:26:53,,2024-09-30 23:25:52,491440,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",17,"{""profileID"":205,""respID"":17,""qID"":1,""altID"":1,""obsID"":97,""enrollment_cash"":50,""occurrence_cash"":5,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",150,2024-09-30 23:26:05,2,2024-09-30 23:26:12,1,2024-09-30 23:26:17,2,2024-09-30 23:26:22,1,2024-09-30 23:26:27,1,2024-09-30 23:26:32,1,2024-09-30 23:26:36,no,Very nice survet,2024-09-30 23:26:05,2024-09-30 23:26:36,31,no,2024-09-30 23:26:53,S0iesZfB10aCHt-gE5sv1Q**
OL0BRcS5byQymtDDf3qUHoxWqIjbqgdX9-2aCHYU7CHD-cdrE9vbqeCeFEIly6f7,35523828,141484,31,2024-09-30 23:27:53,2024-09-30 23:29:44,2024-09-30 23:29:44,,2024-09-30 23:27:54,483732,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3907,"{""profileID"":494,""respID"":3907,""qID"":1,""altID"":1,""obsID"":19837,""enrollment_cash"":100,""occurrence_cash"":15,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-09-30 23:28:22,1,2024-09-30 23:28:45,2,2024-09-30 23:28:55,1,2024-09-30 23:29:04,1,2024-09-30 23:29:12,1,2024-09-30 23:29:20,1,2024-09-30 23:29:29,no,Very good ,2024-09-30 23:28:22,2024-09-30 23:29:29,67,no,2024-09-30 23:29:44,S0iesZfB10Zp7_jK-W09JQ**
2xmOcS6NZWyc_Aq6hvqGaZ9azd9-1e-X1mvv2igDtC464AonMzawhUq_5cGgE2Y-,35523901,141484,32,2024-09-30 23:34:14,2024-09-30 23:36:31,2024-09-30 23:36:31,,2024-09-30 23:34:14,387951,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",692,"{""profileID"":252,""respID"":692,""qID"":1,""altID"":1,""obsID"":547,""enrollment_cash"":300,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",400,2024-09-30 23:34:31,1,2024-09-30 23:35:06,1,2024-09-30 23:35:24,1,2024-09-30 23:35:35,1,2024-09-30 23:35:50,1,2024-09-30 23:36:01,2,2024-09-30 23:36:12,no,Good,2024-09-30 23:34:31,2024-09-30 23:36:12,101,no,2024-09-30 23:36:31,S0iesZfB10YyLDtZrQnEHg**
qz-QbVeSReBCkdX5_Ni3ceESnqcAjCfTNKv7apPahbgqA2dP0YxJ4UVwWljMnCoS,35523905,141484,33,2024-09-30 23:35:05,2024-09-30 23:37:42,2024-09-30 23:37:43,,2024-09-30 23:35:06,403474,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3864,"{""profileID"":562,""respID"":3864,""qID"":1,""altID"":1,""obsID"":19579,""enrollment_cash"":100,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",400,2024-09-30 23:35:30,1,2024-09-30 23:35:46,2,2024-09-30 23:36:00,1,2024-09-30 23:36:17,1,2024-09-30 23:36:30,1,2024-09-30 23:36:42,2,2024-09-30 23:36:57,no,The survey was  great easy to follow and understand,2024-09-30 23:35:30,2024-09-30 23:36:57,87,no,2024-09-30 23:37:42,S0iesZfB10YSFUzkqJUCNg**
GwR3yVLOrXMIdYam_F9b1Cj6JhOoHle7iRlRbvBWWEK-Fkq044aufB_8MkL8tAmI,35523936,141484,34,2024-09-30 23:37:45,2024-09-30 23:39:00,2024-09-30 23:39:01,,2024-09-30 23:37:45,846043,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3116,"{""profileID"":328,""respID"":3116,""qID"":1,""altID"":1,""obsID"":15091,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-09-30 23:37:59,2,2024-09-30 23:38:09,1,2024-09-30 23:38:17,2,2024-09-30 23:38:23,1,2024-09-30 23:38:30,2,2024-09-30 23:38:44,2,2024-09-30 23:38:55,no,,2024-09-30 23:37:59,2024-09-30 23:38:55,56,no,2024-09-30 23:39:01,S0iesZfB10YlgIMlTMANtQ**
k1V0ZNRuzQO7NJg07GIi3Oq-EDxWUvoY-MC0G25y_KbgXsKu_rjqmIICxInkK5wl,35523982,141484,35,2024-09-30 23:44:25,2024-09-30 23:46:42,2024-09-30 23:46:42,,2024-09-30 23:44:26,458000,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1584,"{""profileID"":184,""respID"":1584,""qID"":1,""altID"":1,""obsID"":5899,""enrollment_cash"":300,""occurrence_cash"":2,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-09-30 23:45:15,1,2024-09-30 23:45:36,2,2024-09-30 23:45:42,2,2024-09-30 23:45:52,1,2024-09-30 23:46:03,2,2024-09-30 23:46:12,1,2024-09-30 23:46:28,no,,2024-09-30 23:45:15,2024-09-30 23:46:28,73,no,2024-09-30 23:46:42,S0iesZfB10Y7Y0CqZ9LpXw**
ucJsp8Nc6yFB3GmlkFzbV_GgNnlMujPsHoqVJtFAHnD7qb-Akg1_sv-dZu9LvtLn,35524010,141484,36,2024-09-30 23:48:12,2024-09-30 23:49:13,2024-09-30 23:49:14,,2024-09-30 23:48:13,399972,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3835,"{""profileID"":411,""respID"":3835,""qID"":1,""altID"":1,""obsID"":19405,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",250,2024-09-30 23:48:23,1,2024-09-30 23:48:31,3,2024-09-30 23:48:36,2,2024-09-30 23:48:44,3,2024-09-30 23:48:51,3,2024-09-30 23:48:58,3,2024-09-30 23:49:04,no,,2024-09-30 23:48:23,2024-09-30 23:49:04,41,no,2024-09-30 23:49:13,S0iesZfB10ZvevmS8y5Ztg**
1s4BI8U-dW-crot3OORutn3Ip5qESoNuzUG8fGAgLFCNO7wPxl7LUwQXTtltIZGQ,35538900,141484,37,2024-10-02 00:41:04,2024-10-02 00:43:54,2024-10-02 00:43:56,,2024-10-02 00:41:06,977432,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4414,"{""profileID"":686,""respID"":4414,""qID"":1,""altID"":1,""obsID"":22879,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 00:41:25,1,2024-10-02 00:41:35,1,2024-10-02 00:41:40,1,2024-10-02 00:41:46,2,2024-10-02 00:41:53,1,2024-10-02 00:41:59,1,2024-10-02 00:42:05,no,,2024-10-02 00:41:25,2024-10-02 00:42:05,40,no,2024-10-02 00:43:56,S0iesZfB10bM_GIVdX5zBg**
SFmkRGcJc1Ve6bZUNSQ50_1pwEPOBp5OjTBdhyzJYB2Bm0VvM6ZXCaVLkL-DOt_p,35538902,141484,38,2024-10-02 00:41:14,2024-10-02 00:43:47,2024-10-02 00:43:49,,2024-10-02 00:41:16,747685,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",742,"{""profileID"":153,""respID"":742,""qID"":1,""altID"":1,""obsID"":847,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 00:41:42,2,2024-10-02 00:42:09,2,2024-10-02 00:42:25,2,2024-10-02 00:42:45,2,2024-10-02 00:43:01,2,2024-10-02 00:43:25,2,2024-10-02 00:43:38,yes,,2024-10-02 00:41:42,2024-10-02 00:43:38,116,no,2024-10-02 00:43:48,S0iesZfB10azci63GECh5Q**
Tq7GZUedtjmDJGNsIxC6ds7PXFqrTLKn6JyP3No_InybWCtG52h1o16i5bOFhaOE,35538921,141484,39,2024-10-02 00:42:42,2024-10-02 00:44:01,2024-10-02 00:44:03,,2024-10-02 00:42:43,475485,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",213,"{""profileID"":594,""respID"":213,""qID"":1,""altID"":1,""obsID"":1273,""enrollment_cash"":100,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 00:43:01,2,2024-10-02 00:43:11,1,2024-10-02 00:43:21,1,2024-10-02 00:43:27,1,2024-10-02 00:43:39,2,2024-10-02 00:43:46,1,2024-10-02 00:43:52,no,,2024-10-02 00:43:01,2024-10-02 00:43:52,51,no,2024-10-02 00:44:03,S0iesZfB10Zqhm5ij2Vq5A**
bIa9NKcm6RI_5Dqsz6rkpqq05r9GBi98WZZd3L1mjqqT2U_fh1rKhaCqU-MgPb4C,35538969,141484,40,2024-10-02 00:44:12,2024-10-02 00:45:39,2024-10-02 00:45:41,,2024-10-02 00:44:14,108250,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2368,"{""profileID"":434,""respID"":2368,""qID"":1,""altID"":1,""obsID"":10603,""enrollment_cash"":100,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",250,2024-10-02 00:44:28,1,2024-10-02 00:44:37,2,2024-10-02 00:44:45,2,2024-10-02 00:45:03,1,2024-10-02 00:45:11,1,2024-10-02 00:45:20,2,2024-10-02 00:45:33,no,,2024-10-02 00:44:28,2024-10-02 00:45:33,65,no,2024-10-02 00:45:40,S0iesZfB10Z_v2_XzaXT_A**
lWA8Ll5HHjJfD7qrqhkd_f9jPsnZIUkowwsYhWidyx10C0TAerys0l_hruXJcCdd,35539071,141484,41,2024-10-02 00:48:51,2024-10-02 00:50:48,2024-10-02 00:50:50,,2024-10-02 00:48:53,557881,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",817,"{""profileID"":455,""respID"":817,""qID"":1,""altID"":1,""obsID"":1297,""enrollment_cash"":200,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",150,2024-10-02 00:49:16,1,2024-10-02 00:49:30,2,2024-10-02 00:49:49,1,2024-10-02 00:50:00,1,2024-10-02 00:50:14,1,2024-10-02 00:50:21,2,2024-10-02 00:50:38,no,,2024-10-02 00:49:16,2024-10-02 00:50:38,82,no,2024-10-02 00:50:49,S0iesZfB10bkgW-ZlfKK2A**
bK9TZC7xvwzGzcBRYuxDHRAGoRM0k_wUeujp_qTBeRmi7nXqkaAxRg2pvdfEDd4x,35539179,141484,42,2024-10-02 00:52:31,2024-10-02 00:53:56,2024-10-02 00:53:58,,2024-10-02 00:52:32,729820,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",532,"{""profileID"":346,""respID"":532,""qID"":1,""altID"":1,""obsID"":3187,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",250,2024-10-02 00:52:54,2,2024-10-02 00:53:05,2,2024-10-02 00:53:15,1,2024-10-02 00:53:24,1,2024-10-02 00:53:31,1,2024-10-02 00:53:39,2,2024-10-02 00:53:50,no,,2024-10-02 00:52:54,2024-10-02 00:53:50,56,no,2024-10-02 00:53:58,S0iesZfB10bMJktyU-k47w**
UYzTX2hyCdEO0h3WAPKOK2zdUfw2FnkAvjDCNsPwD8hEzpqBx6VgaynHozviq3dW,35539283,141484,43,2024-10-02 00:56:25,2024-10-02 00:57:22,2024-10-02 00:57:24,,2024-10-02 00:56:27,320040,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4542,"{""profileID"":678,""respID"":4542,""qID"":1,""altID"":1,""obsID"":23647,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 00:56:36,1,2024-10-02 00:56:46,2,2024-10-02 00:56:50,1,2024-10-02 00:56:54,2,2024-10-02 00:56:59,3,2024-10-02 00:57:03,2,2024-10-02 00:57:07,no,thanks,2024-10-02 00:56:36,2024-10-02 00:57:07,31,no,2024-10-02 00:57:23,S0iesZfB10afyGPby83MvA**
j06ZH6DW8cktuZArzZroG04Ut3AmieAkCiqnhI4nkNEdWCGeVmo0HIYWGPd4djEV,35539344,141484,44,2024-10-02 01:03:29,2024-10-02 01:04:37,2024-10-02 01:04:38,,2024-10-02 01:03:31,984051,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4544,"{""profileID"":419,""respID"":4544,""qID"":1,""altID"":1,""obsID"":23659,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-02 01:03:48,1,2024-10-02 01:03:58,2,2024-10-02 01:04:05,2,2024-10-02 01:04:11,1,2024-10-02 01:04:18,1,2024-10-02 01:04:25,2,2024-10-02 01:04:32,no,,2024-10-02 01:03:48,2024-10-02 01:04:32,44,no,2024-10-02 01:04:38,S0iesZfB10YMTgSzezdLKw**
1MFoGYl1sm4S6xMpHoOghME9pLJETqcpPBEZ_f8zlGvNdz4g9zJsYaaRknV3UY-D,35539361,141484,45,2024-10-02 01:05:11,2024-10-02 01:07:08,2024-10-02 01:07:10,,2024-10-02 01:05:12,523944,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",576,"{""profileID"":51,""respID"":576,""qID"":1,""altID"":1,""obsID"":3451,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-02 01:05:46,1,2024-10-02 01:06:03,1,2024-10-02 01:06:12,2,2024-10-02 01:06:23,2,2024-10-02 01:06:31,1,2024-10-02 01:06:43,2,2024-10-02 01:06:53,no,,2024-10-02 01:05:46,2024-10-02 01:06:53,67,no,2024-10-02 01:07:09,S0iesZfB10ZMtICO2GxPqA**
06BkJBE8n5Gv-DUPpzWy_b6NmKzlCXesA41bkuBvWHUHGILYLsbP9zsaumm90f0P,35539403,141484,46,2024-10-02 01:10:02,2024-10-02 01:11:55,2024-10-02 01:11:57,,2024-10-02 01:10:04,206779,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1109,"{""profileID"":93,""respID"":1109,""qID"":1,""altID"":1,""obsID"":3049,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-02 01:10:17,2,2024-10-02 01:11:01,2,2024-10-02 01:11:10,2,2024-10-02 01:11:19,2,2024-10-02 01:11:26,1,2024-10-02 01:11:39,2,2024-10-02 01:11:49,no,,2024-10-02 01:10:17,2024-10-02 01:11:49,92,no,2024-10-02 01:11:57,S0iesZfB10avETeGsXzcsw**
opY5IETq40kvb9F3YclaLlholmCwAUoRirpzoysPX86UdLI5_5msY6ASjkOGPEAk,35539441,141484,47,2024-10-02 01:13:41,2024-10-02 01:16:29,2024-10-02 01:16:30,,2024-10-02 01:13:43,617460,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2141,"{""profileID"":197,""respID"":2141,""qID"":1,""altID"":1,""obsID"":9241,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-02 01:14:19,2,2024-10-02 01:14:38,2,2024-10-02 01:15:02,3,2024-10-02 01:15:27,3,2024-10-02 01:15:43,1,2024-10-02 01:16:03,3,2024-10-02 01:16:20,no,,2024-10-02 01:14:19,2024-10-02 01:16:20,121,no,2024-10-02 01:16:30,S0iesZfB10abmxIqvpIhDg**
UtnHsdfBrdesch18m4lHaGH9tW02-ckd8mqnqYuHQTkTKHVyNOl6o96HsAViYIH8,35539451,141484,48,2024-10-02 01:15:13,2024-10-02 01:17:21,2024-10-02 01:17:23,,2024-10-02 01:15:14,786985,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",64,"{""profileID"":456,""respID"":64,""qID"":1,""altID"":1,""obsID"":379,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-02 01:15:35,1,2024-10-02 01:16:01,2,2024-10-02 01:16:10,2,2024-10-02 01:16:30,2,2024-10-02 01:16:41,1,2024-10-02 01:16:53,1,2024-10-02 01:17:05,no,,2024-10-02 01:15:35,2024-10-02 01:17:05,90,no,2024-10-02 01:17:23,S0iesZfB10YU9nc3Nv-o-w**
_G56nrIQoytgpdkj5xJQf-POA72Q57UnUfoan3EtLZL4M1GYolUgo4B3Xzj4C9kx,35539490,141484,49,2024-10-02 01:19:43,2024-10-02 01:21:38,2024-10-02 01:21:40,,2024-10-02 01:19:45,243030,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4256,"{""profileID"":376,""respID"":4256,""qID"":1,""altID"":1,""obsID"":21931,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-02 01:20:02,2,2024-10-02 01:20:20,1,2024-10-02 01:20:28,2,2024-10-02 01:20:37,1,2024-10-02 01:20:46,3,2024-10-02 01:20:53,1,2024-10-02 01:21:02,no,243030,2024-10-02 01:20:02,2024-10-02 01:21:02,60,no,2024-10-02 01:21:40,S0iesZfB10ZQnaYtyupp0A**
k4tbur5O2oIa6wxmYHdy7HOdoU42DsstEm1imeeUUoekgQ5wOQm8qkdtPKBqPGbr,35539492,141484,50,2024-10-02 01:19:45,2024-10-02 01:21:47,2024-10-02 01:21:49,,2024-10-02 01:19:47,659315,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4591,"{""profileID"":360,""respID"":4591,""qID"":1,""altID"":1,""obsID"":23941,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",250,2024-10-02 01:20:00,1,2024-10-02 01:20:15,1,2024-10-02 01:20:33,3,2024-10-02 01:20:45,3,2024-10-02 01:20:56,3,2024-10-02 01:21:11,3,2024-10-02 01:21:24,no,It was quite good.,2024-10-02 01:20:00,2024-10-02 01:21:24,84,no,2024-10-02 01:21:49,S0iesZfB10beCPvrYNycAw**
UjHF_H6yRQVFgK_vtnuYpTSCFmllRrpoSndM8MJmuE04b-gfj9E4EN3GQJA7w377,35539532,141484,51,2024-10-02 01:22:14,2024-10-02 01:24:02,2024-10-02 01:24:04,,2024-10-02 01:22:16,622378,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4483,"{""profileID"":660,""respID"":4483,""qID"":1,""altID"":1,""obsID"":23293,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",350,2024-10-02 01:22:26,2,2024-10-02 01:22:31,2,2024-10-02 01:22:37,1,2024-10-02 01:22:41,1,2024-10-02 01:22:49,1,2024-10-02 01:23:24,2,2024-10-02 01:23:29,no,Thank you for the thoughtful survey opportunity. ,2024-10-02 01:22:26,2024-10-02 01:23:29,63,no,2024-10-02 01:24:04,S0iesZfB10YJqEDICjMHgg**
iBULtVSKuQUx25CSNuQR9RTdN2axUkDbXCBALtzFnY1Z49Tzi9hYprf3wSHiK-1N,35539540,141484,52,2024-10-02 01:23:02,2024-10-02 01:25:32,2024-10-02 01:25:33,,2024-10-02 01:23:03,947494,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1485,"{""profileID"":482,""respID"":1485,""qID"":1,""altID"":1,""obsID"":5305,""enrollment_cash"":100,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-02 01:23:39,2,2024-10-02 01:24:00,2,2024-10-02 01:24:12,2,2024-10-02 01:24:28,2,2024-10-02 01:24:40,2,2024-10-02 01:24:55,1,2024-10-02 01:25:11,no,Very interesting ,2024-10-02 01:23:39,2024-10-02 01:25:11,92,no,2024-10-02 01:25:32,S0iesZfB10bB6tTry14QDg**
G9Uyda6N_2HvKLuE8fj2Vn-jpZD_c66DwjlccPvPQZLZu-GTnj6h6pycIEGbYssS,35539569,141484,53,2024-10-02 01:25:35,2024-10-02 01:26:42,2024-10-02 01:26:43,,2024-10-02 01:25:35,856707,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",304,"{""profileID"":17,""respID"":304,""qID"":1,""altID"":1,""obsID"":1819,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-02 01:25:43,1,2024-10-02 01:25:57,2,2024-10-02 01:26:02,2,2024-10-02 01:26:13,1,2024-10-02 01:26:24,1,2024-10-02 01:26:31,1,2024-10-02 01:26:38,no,,2024-10-02 01:25:43,2024-10-02 01:26:38,55,no,2024-10-02 01:26:43,S0iesZfB10aeXFVf9W-geg**
IWQcMXLrqry2kwmLeTVBnUJWD7zLlDVLI5Co39IbEk2qbDAbqTkaLD_h_3twevLt,35539576,141484,54,2024-10-02 01:25:52,2024-10-02 01:27:23,2024-10-02 01:27:23,,2024-10-02 01:25:53,146244,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3927,"{""profileID"":591,""respID"":3927,""qID"":1,""altID"":1,""obsID"":19957,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-10-02 01:26:08,1,2024-10-02 01:26:29,1,2024-10-02 01:26:40,1,2024-10-02 01:26:49,2,2024-10-02 01:26:56,1,2024-10-02 01:27:06,1,2024-10-02 01:27:16,no,,2024-10-02 01:26:08,2024-10-02 01:27:16,68,no,2024-10-02 01:27:23,S0iesZfB10Yw7-xCDdziTg**
