session,session_id,study_id,iteration,created,modified,ended,expired,time_0b_start,plan_bev,mc_bev_make,mc_bev_audi,mc_bev_bmw,mc_bev_cadillac,mc_bev_chevrolet,mc_bev_fiat,mc_bev_ford,mc_bev_genesis,mc_bev_gmc,mc_bev_honda,mc_bev_hyundai,mc_bev_jaguar,mc_bev_kia,mc_bev_lexus,mc_bev_lucid,mc_bev_mazda,mc_bev_mercedes_benz,mc_bev_mini,mc_bev_mitsubishi,mc_bev_nissan,mc_bev_polestar,mc_bev_porsche,mc_bev_rivian,mc_bev_subaru,mc_bev_tesla,mc_bev_toyota,mc_bev_vin_fast,mc_bev_volkswagen,mc_bev_volvo,mc_bev_year,user_model,user_bev,time_0b_end
GLQzglWY2A72_YklFSAMrc1GXEjD7L1fvC-HQeFHFK8v_6i8O1FnZ8Y2hMiOlxGi,35546395,148526,108,2024-10-02 12:52:27,2024-10-02 12:53:12,2024-10-02 12:53:13,,2024-10-02 12:52:28,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2024,blazer_ev,chevrolet_blazer_ev,2024-10-02 12:53:13
fYV4x3-xuTPW5G98Iucmjum4taeSnTaspRZw4dNVj7jFchXWADbOM07k_Vp6bsUL,35546506,148526,109,2024-10-02 12:58:14,2024-10-02 12:58:34,2024-10-02 12:58:35,,2024-10-02 12:58:14,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_y,,,,,2023,model_y,tesla_model_y,2024-10-02 12:58:34
F-TDT0FBuHMri3UI-iC6f6Un8-WTzGwitcnJB-CIJcaCKTuSnc8ecNbNGzGMXItF,35546803,148526,110,2024-10-02 13:10:32,2024-10-02 13:10:42,2024-10-02 13:10:42,,2024-10-02 13:10:32,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 13:10:42
3ZiALaLun0-wAOw6ejeXVE9z9DtMOAZTWkl03HMO_pWtpIKxmBkoUiDlEpu9rJnW,35546878,148526,111,2024-10-02 13:14:07,2024-10-02 13:14:31,2024-10-02 13:14:31,,2024-10-02 13:14:07,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-02 13:14:31
Y2wtGrS06rzW1ZtG6QkiOIZAabvCpOtaxUCmbjxwXkWq5X3ed0mLlJ-OC37At6jk,35547021,148526,112,2024-10-02 13:23:02,2024-10-02 13:23:21,2024-10-02 13:23:22,,2024-10-02 13:23:02,yes,bmw,,i_7,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_7,bmw_i_7,2024-10-02 13:23:22
L_6DkLAJxxrqeBjX8X2EmJbTVUpQvbqbWiT0A37WNFyo3JScyAyVibXnJ4fIEb9d,35547231,148526,113,2024-10-02 13:35:14,2024-10-02 13:35:31,2024-10-02 13:35:31,,2024-10-02 13:35:14,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-02 13:35:31
GFIi415mPpJ5ZcgQFKai_XsyMGOSJequWq8HPYB0ad2fVloH0ZuvJ22LTdlUUQhn,35547274,148526,114,2024-10-02 13:38:14,2024-10-02 13:38:26,2024-10-02 13:38:27,,2024-10-02 13:38:14,yes,honda,,,,,,,,,fit_ev,,,,,,,,,,,,,,,,,,,,2013,fit_ev,honda_fit_ev,2024-10-02 13:38:27
Wo2Bhg65fuTlByWJKg2p0-4ag45V5Qa799_t6odSzC7Ee_Ddtf9wKaWdWoW_iKNw,35547709,148526,115,2024-10-02 13:53:05,2024-10-02 13:53:15,2024-10-02 13:53:16,,2024-10-02 13:53:05,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 13:53:16
olklB3Ja0cdAjBPMc3AbYuLD8uef7SKIgpwqGl2S1DrFNhU36rCTFaxk-XqvUzON,35547878,148526,116,2024-10-02 13:59:34,2024-10-02 14:00:45,2024-10-02 14:00:46,,2024-10-02 13:59:34,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2022,model_s,tesla_model_s,2024-10-02 14:00:46
FkspSne89lAdRZeb6ksD6KlkuuHflJpwJvLRU4gI6XNNEHHrn6cAEoAW9gmwtbiV,35547945,148526,117,2024-10-02 14:01:57,2024-10-02 14:02:14,2024-10-02 14:02:15,,2024-10-02 14:01:57,yes,ford,,,,,,f_150_lightning,,,,,,,,,,,,,,,,,,,,,,,2024,f_150_lightning,ford_f_150_lightning,2024-10-02 14:02:15
V8cQaLdxQYOYkf9F5zSbxaltp8gzyECcqL6GhxH2HZN_EIy-gC3Tu9hn1TO2RA13,35548053,148526,118,2024-10-02 14:05:37,2024-10-02 14:08:51,2024-10-02 14:08:52,,2024-10-02 14:05:37,yes,bmw,,i_x,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_x,bmw_i_x,2024-10-02 14:08:52
uPE5-uF6plCOxpirfeg-lwVz2Ybw3imqa11gU3lLmoysFoTB1-UaQ_VzXOpUdi7i,35548071,148526,119,2024-10-02 14:06:19,2024-10-02 14:07:02,2024-10-02 14:07:02,,2024-10-02 14:06:19,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 14:07:02
_kCddsQRXAC4vBGfORriL-njuQGXPGBDITEuyDwCI_4tZEOu2DcrOaGoqCQvY2Hy,35548492,148526,120,2024-10-02 14:29:16,2024-10-02 14:29:31,2024-10-02 14:29:31,,2024-10-02 14:29:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 14:29:31
m2qQgfUk1Pd0y5nXuTlzJT5D7-BfGO2PgyZJFYbzGvE0twUCdn9uMjHvoA0Gk2mB,35548668,148526,121,2024-10-02 14:38:01,2024-10-02 14:38:31,2024-10-02 14:38:31,,2024-10-02 14:38:01,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,idk,model_s,tesla_model_s,2024-10-02 14:38:31
WyML_-hE2wH3Ywds0RR8oB4exOUMgDyyjvczW_n4kbyAJjU_5hM4kcXeGl2E5pcN,35548763,148526,122,2024-10-02 14:47:56,2024-10-02 14:48:42,2024-10-02 14:48:43,,2024-10-02 14:47:56,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2019,model_x,tesla_model_x,2024-10-02 14:48:42
92HbUtnG35MIuyu2rhpayo39WfDv2nDqBy-Za6doL-WQ29vhOe6zN1XPCvv3UeVp,35548807,148526,123,2024-10-02 14:50:41,2024-10-02 14:51:07,2024-10-02 14:51:07,,2024-10-02 14:50:42,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_y,,,,,2024,model_y,tesla_model_y,2024-10-02 14:51:07
TfES2bhqWwa83dvm7eJu-peAGRWSZSdDhhoya_Raib28KovpbqPo0ya8vUBmm8v4,35549115,148526,124,2024-10-02 15:06:23,2024-10-02 15:06:45,2024-10-02 15:06:45,,2024-10-02 15:06:23,yes,chevrolet,,,,bolt_ev,,,,,,,,,,,,,,,,,,,,,,,,,2019,bolt_ev,chevrolet_bolt_ev,2024-10-02 15:06:45
66bKiMmkN8tdT_tkbLS6bQSsZcoVGgR1O3K6E7vDuc8s-cJTlBlUODIqEHZ_dn_H,35549994,148526,125,2024-10-02 15:43:29,2024-10-02 15:43:41,2024-10-02 15:43:42,,2024-10-02 15:43:29,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-02 15:43:42
SAUMJLtTdTbmba5mGMGMAhWPUdUdNT48gRh9IimfurO0fiilHvZBM_7uvyVhE4jR,35550364,148526,126,2024-10-02 15:59:27,2024-10-02 15:59:32,2024-10-02 15:59:32,,2024-10-02 15:59:27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 15:59:32
-wI56tAUeiSlcSux_ePXVq3kZZ88apprGUMY5KXHpoX959Rueql7M-fvXZ07srHj,35550436,148526,127,2024-10-02 16:03:02,2024-10-02 16:03:20,2024-10-02 16:03:20,,2024-10-02 16:03:02,yes,audi,e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,e_tron,audi_e_tron,2024-10-02 16:03:20
iDUHRQxlQikRcQsVoFimOh1rqOkB5iYMOPSjgs0VFLzAu6uT-AMkOARErLSEEuTc,35550524,148526,128,2024-10-02 16:07:19,2024-10-02 16:07:52,2024-10-02 16:07:53,,2024-10-02 16:07:20,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2023,model_s,tesla_model_s,2024-10-02 16:07:53
dm1GdCbevaRQ5LJnYwGwkwkYtOn-PZDV8LAVnoSd1F7x9hhP5Y-OzpaGNytNiX-M,35550539,148526,129,2024-10-02 16:08:00,2024-10-02 16:09:07,2024-10-02 16:09:08,,2024-10-02 16:08:00,yes,bmw,,i_4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_4,bmw_i_4,2024-10-02 16:09:08
T66r7xCKSa8XQ8nZH-QK6v55AEoItDpBnMldxQ35x0QAzCZlGE5ph80GLrjmQrkc,35550683,148526,130,2024-10-02 16:15:17,2024-10-02 16:15:39,2024-10-02 16:15:39,,2024-10-02 16:15:17,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,idk,blazer_ev,chevrolet_blazer_ev,2024-10-02 16:15:39
W7th8w6bcJ74diE4ycAUYmXp2oyqbleBO22XOAdyj2s21xZNIh4qKpZR4l6Fekhd,35550748,148526,131,2024-10-02 16:19:19,2024-10-02 16:19:37,2024-10-02 16:19:37,,2024-10-02 16:19:19,yes,volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,id_4,,idk,id_4,volkswagen_id_4,2024-10-02 16:19:37
-bvGr3H73sXYLx-BTjNEhQ7zPJ9kdplHQVklPtguiic836GCYM-h0pagrLgcsReN,35550938,148526,132,2024-10-02 16:33:18,2024-10-02 16:33:29,2024-10-02 16:33:29,,2024-10-02 16:33:18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 16:33:29
S86Nsj2etgvJspPup012bUE6ydQklJ0JSMDreaAgW1iuu_NX2xdXCrwYVJdSvRgj,35551023,148526,133,2024-10-02 16:38:47,2024-10-02 16:39:16,2024-10-02 16:39:17,,2024-10-02 16:38:47,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2024,model_s,tesla_model_s,2024-10-02 16:39:17
NZfTJ0rd3xkmAakEBgNakwR1ag9aMYgj0Ua7RMnLGazA4RssOq4e7ByoVBuqTIsE,35551138,148526,134,2024-10-02 16:45:40,2024-10-02 16:45:58,2024-10-02 16:45:59,,2024-10-02 16:45:40,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2024,blazer_ev,chevrolet_blazer_ev,2024-10-02 16:45:59
uZigPjdPYASoomI6f1FKAWmPIC9EcleMtVUZ03Yb1L4-ptICzTwjSFk7b-aNfDI6,35551694,148526,135,2024-10-02 17:30:37,2024-10-02 17:30:47,2024-10-02 17:30:48,,2024-10-02 17:30:37,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 17:30:48
OI94kBwf5fPteY-Ku6DcoDqszs1YE7zANMnxEB3S9aJ51Dr2kbt93jDjrv935gVg,35552939,148526,136,2024-10-02 18:35:39,2024-10-02 18:36:24,2024-10-02 18:36:25,,2024-10-02 18:35:39,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,idk,blazer_ev,chevrolet_blazer_ev,2024-10-02 18:36:25
jcgsITMuL93_8gN8wQiMaoN-tLDJLaaR8JJUNqTj34AG6xSclpyNTt8UKpom5ETM,35553459,148526,137,2024-10-02 19:00:53,2024-10-02 19:01:33,2024-10-02 19:01:33,,2024-10-02 19:00:53,yes,kia,,,,,,,,,,,,niro_ev,,,,,,,,,,,,,,,,,2024,niro_ev,kia_niro_ev,2024-10-02 19:01:33
Qpxva01sZTEY3h3B0iJiFy9BnM9U74iHd0gK8fiAzjtrso9flUftZxrnUTAGPjEw,35553774,148526,138,2024-10-02 19:28:32,2024-10-02 19:28:42,2024-10-02 19:28:42,,2024-10-02 19:28:32,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 19:28:42
NmqIwMnJ2L0_3cm6rtjtlXPsJbl69qMXdR7osRpbeLCKoCgA8Ua2S1SjPpN4qrWp,35554259,148526,139,2024-10-02 20:00:49,2024-10-02 20:01:07,2024-10-02 20:01:09,,2024-10-02 20:00:49,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 20:01:08
02IQRPNc2pPPQB4CZSJI9n8spMD9m4HZ9H0Lc7Y5l9URDQTSmku1Q2IkIvBgTxvW,35554331,148526,140,2024-10-02 20:01:38,2024-10-02 20:02:07,2024-10-02 20:02:07,,2024-10-02 20:01:39,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 20:02:07
7pmTAHnNCrJovTunP7Ctk3Y3iQwAUKYJfvDRyDD2cESX_2sEJVKdMEWHrtaCVR2N,35554537,148526,141,2024-10-02 20:07:44,2024-10-02 20:08:34,2024-10-02 20:08:34,,2024-10-02 20:07:44,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,idk,focus_ev,ford_focus_ev,2024-10-02 20:08:34
0NIBQsuhYiszdx03dmwNGcHqlwYMk-DN-igqRcoXJTehnXjYKsHzPojbgE_K7z4t,35554875,148526,142,2024-10-02 20:38:43,2024-10-02 20:38:53,2024-10-02 20:38:54,,2024-10-02 20:38:43,yes,fiat,,,,,500_e,,,,,,,,,,,,,,,,,,,,,,,,2012,500_e,fiat_500_e,2024-10-02 20:38:54
a20t1Uzboad9jeuu4uyOy0yANH1cji8a0ycScNQ5CpP8Obx11bY47nceo7lILatW,35554956,148526,143,2024-10-02 20:45:04,2024-10-02 20:45:12,2024-10-02 20:45:13,,2024-10-02 20:45:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 20:45:12
DBKYEuR7QdR3NmW8pMDfgDqy0slWpCH2mOVX39z_MPcaRAgQju4dNs4BhHewGD3e,35555567,148526,144,2024-10-02 21:17:47,2024-10-02 21:18:09,2024-10-02 21:18:10,,2024-10-02 21:17:47,yes,mercedes_benz,,,,,,,,,,,,,,,,eqs_suv,,,,,,,,,,,,,2024,eqs_suv,mercedes_benz_eqs_suv,2024-10-02 21:18:10
9MW60irDzKrbYtdfqyJA9ZO8TcvthP0OtynlRg-541KnajEuA6R8RBP0_NoapUky,35555618,148526,145,2024-10-02 21:21:55,2024-10-02 21:22:25,2024-10-02 21:22:25,,2024-10-02 21:21:55,yes,audi,q_4_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,q_4_e_tron,audi_q_4_e_tron,2024-10-02 21:22:25
JY7k-p_NAWxOZYqgON80Hqqs9ewaYbdScxFIrCv0f6CXygk6tZpF_Gzyf0_19HbD,35556106,148526,146,2024-10-02 21:58:45,2024-10-02 21:58:58,2024-10-02 21:58:58,,2024-10-02 21:58:45,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 21:58:58
q6W6HzBWTYydiVP6ZV7Ee9ti1zSgHl6-Umyy9tBoPKbj1MEgmW0sN8DKjMoVmolF,35556427,148526,147,2024-10-02 22:32:09,2024-10-02 22:32:20,2024-10-02 22:32:21,,2024-10-02 22:32:10,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 22:32:20
i042G3FCvQ3PK793qa4FjLqlEHHB9ARQrKXUFwTDUzj-tKt6-TlgzXKSAAHJhKFI,35556865,148526,148,2024-10-02 23:27:01,2024-10-02 23:27:10,2024-10-02 23:27:11,,2024-10-02 23:27:01,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 23:27:11
dZ3WJNPojks7ifWZA_SDH4dnZKr6mGdMmpfTCbgdZFUZMYZDpdx0LpFHf928Zhcz,35556935,148526,149,2024-10-02 23:37:55,2024-10-02 23:38:10,2024-10-02 23:38:10,,2024-10-02 23:37:55,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-02 23:38:10
uFyACEJS2LEJN4NmK2WIZMOs7Aopm8AT7GUQelfe4vz3HOvyc5J4bSZEyjspUJpO,35557875,148526,150,2024-10-03 01:55:07,2024-10-03 01:55:16,2024-10-03 01:55:17,,2024-10-03 01:55:08,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 01:55:17
Og-g1JXrsFstGICNRk8EHSMbPyeb_apZrIx3z2J7BYaAokAsYRHVX2qny42z6h6U,35557933,148526,151,2024-10-03 02:08:59,2024-10-03 02:09:16,2024-10-03 02:09:17,,2024-10-03 02:08:59,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 02:09:17
9Kb6wnv8ePPxAfYCf-Sbsgp22Da96Mwnx1Lo8qWRnxRp72PXy4R5z_r4cXzM1Nfb,35558130,148526,152,2024-10-03 02:57:00,2024-10-03 02:57:18,2024-10-03 02:57:18,,2024-10-03 02:57:01,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2024,b_z_4_x,toyota_b_z_4_x,2024-10-03 02:57:18
2rV4tEAPbl0JjPCfS8QOLUivG1ahHOX414vLviQGzaDrU-xwsVSTE_MgTG_Lj2Ld,35558138,148526,153,2024-10-03 02:57:17,2024-10-03 02:57:42,2024-10-03 02:57:43,,2024-10-03 02:57:17,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,idk,b_z_4_x,toyota_b_z_4_x,2024-10-03 02:57:43
R776N4xRwH2Rp9njAMKlrPO6GDRsXSWecgDc2QF3HatuGN5MeNutZpG9tSa7Hkwg,35558281,148526,154,2024-10-03 03:30:34,2024-10-03 03:30:49,2024-10-03 03:30:50,,2024-10-03 03:30:34,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 03:30:49
kWRkdEkENtjakO_obAO_49HYW4_JuAA4hosnxsra35C-vobcAHoTi1_S8tqxGXMq,35558291,148526,155,2024-10-03 03:31:31,2024-10-03 03:32:17,2024-10-03 03:32:18,,2024-10-03 03:31:32,yes,gmc,,,,,,,,hummer_ev,,,,,,,,,,,,,,,,,,,,,2023,hummer_ev,gmc_hummer_ev,2024-10-03 03:32:18
63vIc0DsGMTYffZ-WzQB5SCCPweK44clopye1xQ63DEMi3Gv7PyTGl5XUbZBthei,35558309,148526,156,2024-10-03 03:37:41,2024-10-03 03:37:46,2024-10-03 03:37:47,,2024-10-03 03:37:42,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 03:37:46
2vheXcJ3Id2DBlgFLwvM0EbniDcxWp_y4vgppPxmrUglN9YA1qLHV_7Y_1bg0PVv,35558329,148526,157,2024-10-03 03:42:10,2024-10-03 03:42:50,2024-10-03 03:42:51,,2024-10-03 03:42:10,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 03:42:50
2YMvBsw6u5-YDcAQQaeJzx6vaKaIt-PYsW0H_UhBlU-alqI1Z9YajTxW8QGC8AEg,35558414,148526,158,2024-10-03 04:07:55,2024-10-03 04:08:13,2024-10-03 04:08:14,,2024-10-03 04:07:56,yes,hyundai,,,,,,,,,,ioniq_electric,,,,,,,,,,,,,,,,,,,2024,ioniq_electric,hyundai_ioniq_electric,2024-10-03 04:08:14
ZduajFpKLEun7JCtYM4SahdP39ssQY2uhWmBJpgnE8MTwtcx8jpodZ9mzTwKSgUE,35558469,148526,159,2024-10-03 04:28:35,2024-10-03 04:28:46,2024-10-03 04:28:46,,2024-10-03 04:28:36,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,2015,clarity,honda_clarity,2024-10-03 04:28:46
rQCCHptxh7FhL95wJZ-TTsWMEqJXx12PLReqNR2xenbJ5LWeEp-4trpnyOJxpw9a,35558537,148526,160,2024-10-03 04:42:51,2024-10-03 04:43:24,2024-10-03 04:43:31,,2024-10-03 04:42:52,yes,volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,id_4,,2024,id_4,volkswagen_id_4,2024-10-03 04:43:30
F76-cpWb04U4oEv8xzcOeTDL3PXmBRAc-0l-N6y4XJCk6-dqdbuICopKuXUdLoo6,35558703,148526,161,2024-10-03 05:14:13,2024-10-03 05:14:34,2024-10-03 05:29:33,,2024-10-03 05:29:11,yes,lucid,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,2024,air,lucid_air,2024-10-03 05:29:33
VFVy79sZbMto278SI-zFjpC83PWvubRljDsUrKqyXDyusN17fFPZshTlb3iHBgks,35558968,148526,162,2024-10-03 06:40:05,2024-10-03 06:41:03,2024-10-03 06:41:04,,2024-10-03 06:40:05,yes,lucid,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,2024,air,lucid_air,2024-10-03 06:41:04
JAHRk9OSbtydVpi4_UH8Lj8NKks_-8fTgfZNBH37EgTxRRDyjbvHvgOi8zB6ROJP,35558974,148526,163,2024-10-03 06:40:59,2024-10-03 06:41:13,2024-10-03 06:41:13,,2024-10-03 06:41:00,yes,hyundai,,,,,,,,,,ioniq_5,,,,,,,,,,,,,,,,,,,idk,ioniq_5,hyundai_ioniq_5,2024-10-03 06:41:13
4Zb6JpBuRXTe5haeabK-bWRR4a29aAelhftTh1FMDvSN2tRCfuLQ4jOZGwqhwfB6,35559363,148526,164,2024-10-03 07:24:49,2024-10-03 07:25:10,2024-10-03 07:25:11,,2024-10-03 07:24:49,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2024,b_z_4_x,toyota_b_z_4_x,2024-10-03 07:25:11
phJ88NsWdsT2CzjWbxcKXfhDfLX5kv9kHVIfM2I584HU4foFIoI3LY1rYkdQsZUH,35559445,148526,165,2024-10-03 07:35:47,2024-10-03 07:37:10,2024-10-03 07:37:10,,2024-10-03 07:35:47,yes,genesis,,,,,,,electrified_g_80,,,,,,,,,,,,,,,,,,,,,,2024,electrified_g_80,genesis_electrified_g_80,2024-10-03 07:37:10
wxgjPp-R-omDJvI5-9uKG8GJzK2ylmApmwQ4VlmRCqxUv7gFDJuOdVUquDUw9Kxn,35559449,148526,166,2024-10-03 07:36:07,2024-10-03 07:37:43,2024-10-03 07:37:44,,2024-10-03 07:36:08,yes,audi,e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,e_tron,audi_e_tron,2024-10-03 07:37:44
Geup2FWe5S6mhlpho0YdRAuH6l7VZNhsb37bJUld2ANSdul78UNH_5HY0L6ktZ0T,35560908,148526,167,2024-10-03 10:47:14,2024-10-03 10:47:53,2024-10-03 10:47:54,,2024-10-03 10:47:15,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-03 10:47:53
23GclPcFfV2IRqBoTqHq-MKg4i0pQjwzDV-BI7rQbtE3amigJ07qbKAZq1jZYr4z,35560941,148526,168,2024-10-03 10:52:13,2024-10-03 10:52:27,2024-10-03 10:52:27,,2024-10-03 10:52:13,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2023,focus_ev,ford_focus_ev,2024-10-03 10:52:27
Zk22mwazVmfs0yjS8JU4Bn_cUFiscTYIA6VnA9BkVOymYb6lYIv8k0ngFU3scmvK,35561274,148526,169,2024-10-03 11:33:31,2024-10-03 11:33:39,2024-10-03 11:33:40,,2024-10-03 11:33:31,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 11:33:40
84AQbepd4HZQas6kWJwIIVyhaoyQVSm5vsz1tmgCpqdMfXScnkRi95EYKFpevA8p,35561353,148526,170,2024-10-03 11:43:37,2024-10-03 11:43:55,2024-10-03 11:43:56,,2024-10-03 11:43:38,yes,genesis,,,,,,,electrified_gv_70,,,,,,,,,,,,,,,,,,,,,,2018,electrified_gv_70,genesis_electrified_gv_70,2024-10-03 11:43:55
IMLdbmiEJp0OD8PXJlhmVULmr6MlRph1xIDR0gz31ereF7qOsJ7SXsoPMpBr0f0T,35562350,148526,171,2024-10-03 12:55:23,2024-10-03 12:55:30,2024-10-03 12:55:30,,2024-10-03 12:55:23,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 12:55:30
AtLdxp7sO7gUkTeqe5z7WOeYBegdLm8DPXtmULr0Rsv6zYbFqrUBFFPmc-K_hZgA,35562441,148526,172,2024-10-03 13:08:12,2024-10-03 13:08:44,2024-10-03 13:08:45,,2024-10-03 13:08:12,yes,audi,q_8_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,q_8_e_tron,audi_q_8_e_tron,2024-10-03 13:08:45
BuwXnkwdBmDS4agTa6zh5wxBE4w19izldfhQFfsYiCilVQVSaHgerUVuZrAWoZF3,35562463,148526,173,2024-10-03 13:10:26,2024-10-03 13:10:36,2024-10-03 13:10:36,,2024-10-03 13:10:26,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 13:10:36
QiqTiTNXgHrazV2qaFPtKeNczaOYtu3tFWi0itkcT0yrCjhUSGBVqAKAX8b-mo5l,35562809,148526,174,2024-10-03 13:57:34,2024-10-03 13:57:52,2024-10-03 13:57:52,,2024-10-03 13:57:34,yes,ford,,,,,,mustang_mach_e,,,,,,,,,,,,,,,,,,,,,,,2023,mustang_mach_e,ford_mustang_mach_e,2024-10-03 13:57:52
etl74iYj-Y6fnti--EBuuNx91z4PGiWLoqO-Wmkmw0x8WELWWJ8i4Oz0ucBGhtqr,35563164,148526,175,2024-10-03 14:42:54,2024-10-03 14:43:03,2024-10-03 14:43:03,,2024-10-03 14:42:54,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 14:43:03
D_Li1j3k87dA9BDnE1FEBFsFPuaX8sGmobJ1ChNsyLim5KeK-AZ3kB2Zzo0di1w4,35563208,148526,176,2024-10-03 14:48:39,2024-10-03 14:48:42,2024-10-03 14:48:43,,2024-10-03 14:48:39,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 14:48:43
ChziXnC_BU4Pc3FiQ1Bu0KBZ1bc91Jzugh9MtskCcEIwQ58MDytqgmuJkMz_uHR0,35563487,148526,177,2024-10-03 15:21:13,2024-10-03 15:22:31,2024-10-03 15:22:31,,2024-10-03 15:21:13,yes,audi,e_tron_s_sportback,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,e_tron_s_sportback,audi_e_tron_s_sportback,2024-10-03 15:22:31
-SMfJv9YHRu5M2ecwMcZpjMbAFwGceSK3CU-bdshAMMvnqmAqxP2renxrsiD_oIY,35563507,148526,178,2024-10-03 15:23:25,2024-10-03 15:23:28,2024-10-03 15:23:29,,2024-10-03 15:23:25,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 15:23:29
SZZ6IrLqOFIWwfvzotoiEd6qkshcJx1A-39GKpoeU0zZDziYBDOnZ4TkZpSbpeUw,35563581,148526,179,2024-10-03 15:29:58,2024-10-03 15:30:01,2024-10-03 15:30:02,,2024-10-03 15:29:58,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-03 15:30:01
