session,session_id,study_id,created,modified,ended,expired,time_1_start,user_car_1,user_car_2,user_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_1_end,mc_car_number,has_bev,plan_bev
1s4BI8U-dW-crot3OORutn3Ip5qESoNuzUG8fGAgLFCNO7wPxl7LUwQXTtltIZGQ,35538792,141363,2024-10-02 00:35:49,2024-10-02 00:37:35,2024-10-02 00:37:37,,2024-10-02 00:35:51,chevrolet_caprice,NA_NA,chevrolet_blazer_ev,300,yes,by_car,5,10_to_30,private_garage,,yes,300,no,,yes,300,yes,5,less_than_3,yes,5,less_than_3,2024-10-02 00:37:37,1,no,yes
Tq7GZUedtjmDJGNsIxC6ds7PXFqrTLKn6JyP3No_InybWCtG52h1o16i5bOFhaOE,35538817,141363,2024-10-02 00:37:22,2024-10-02 00:39:25,2024-10-02 00:39:27,,2024-10-02 00:37:24,tesla_model_y,honda_cr_v,tesla_model_y,300,yes,by_car,3,31_to_50,driveway,,yes,300,app,,yes,300,yes,6,5_to_8,no,,,2024-10-02 00:39:27,2,yes,
bIa9NKcm6RI_5Dqsz6rkpqq05r9GBi98WZZd3L1mjqqT2U_fh1rKhaCqU-MgPb4C,35538849,141363,2024-10-02 00:39:17,2024-10-02 00:40:12,2024-10-02 00:40:13,,2024-10-02 00:39:19,tesla_model_s,honda_odyssey,tesla_model_s,300,no,,,10_to_30,private_garage,,yes,250,app,,yes,250,yes,3,more_than_8,no,,,2024-10-02 00:40:13,3,yes,
lWA8Ll5HHjJfD7qrqhkd_f9jPsnZIUkowwsYhWidyx10C0TAerys0l_hruXJcCdd,35538898,141363,2024-10-02 00:41:01,2024-10-02 00:42:58,2024-10-02 00:42:59,,2024-10-02 00:41:03,nissan_leaf,NA_NA,nissan_leaf,150,yes,by_car,5,below_10,private_garage,,yes,150,no,,no,150,yes,1,more_than_8,no,,,2024-10-02 00:42:59,1,yes,
bpCGajVU63ro7RadpfDXQMRgQZ-rGjPMdnuIFtpNlXMe6ejV73GNMDQ8hZrPlGmt,35538948,141363,2024-10-02 00:43:44,2024-10-02 00:46:20,2024-10-02 00:46:22,,2024-10-02 00:43:45,tesla_model_y,tesla_model_s,tesla_model_y,300,no,,,31_to_50,private_garage,,yes,300,app,,yes,300,yes,7,more_than_8,no,,,2024-10-02 00:46:22,2,yes,
XkdU7Gd0pZCj_Jd-g03dBd4mb1CGirdOTaG11dK3uAUSpQ9Nz9GLI4iSUdpzSqTk,35538961,141363,2024-10-02 00:44:01,2024-10-02 00:46:26,2024-10-02 00:46:27,,2024-10-02 00:44:03,tesla_model_y,honda_civic_crx,tesla_model_y,300,yes,by_car,5,10_to_30,private_garage,,no,250,app,,yes,250,yes,2,5_to_8,no,,,2024-10-02 00:46:27,4,yes,
thA9GKOXR18OhsZK-lwgo8WA2wFSGKvcFvZoiIS-iAajshqHWO8UGwlMgKCHrRwm,35538966,141363,2024-10-02 00:44:07,2024-10-02 00:47:46,2024-10-02 00:47:48,,2024-10-02 00:44:08,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,6,below_10,prefer_not_say,,not_sure,idk,no,,yes,300,yes,4,3_to_5,no,,,2024-10-02 00:47:48,1,yes,
iVHAaJFGkWGZuOJiwXy4wzPDzIQAf-L9-6elFyACPqJ72XYeLmui1XhZIEL4su0u,35538985,141363,2024-10-02 00:45:15,2024-10-02 00:47:47,2024-10-02 00:47:48,,2024-10-02 00:45:17,tesla_model_x,NA_NA,tesla_model_x,300,yes,by_car,5,31_to_50,private_garage,,no,350,app,,yes,350,yes,5,3_to_5,no,,,2024-10-02 00:47:48,1,yes,
HIybVs9LM1U7oYYLxMsDklj-aA1JkPYpiGea2uP45z3snfjEoDJzEgjodBsWs4sW,35538992,141363,2024-10-02 00:45:28,2024-10-02 00:47:15,2024-10-02 00:47:17,,2024-10-02 00:45:29,audi_q_4_e_tron,NA_NA,audi_q_4_e_tron,250,no,,,below_10,driveway,,yes,250,no,,no,250,yes,1,3_to_5,no,,,2024-10-02 00:47:16,1,yes,
bK9TZC7xvwzGzcBRYuxDHRAGoRM0k_wUeujp_qTBeRmi7nXqkaAxRg2pvdfEDd4x,35539022,141363,2024-10-02 00:46:31,2024-10-02 00:48:20,2024-10-02 00:48:22,,2024-10-02 00:46:33,polestar_2,NA_NA,polestar_2,250,yes,by_car,3,below_10,private_garage,,not_sure,250,no,,yes,250,yes,1,more_than_8,no,,,2024-10-02 00:48:22,1,yes,
zpSCmqAr7PO7CSsVi0Sgb8ytRX-lwRkE7v5Sp6uyU__3Mce8BIjAg6Rv_VQDrAb9,35539030,141363,2024-10-02 00:47:04,2024-10-02 00:49:09,2024-10-02 00:49:11,,2024-10-02 00:47:05,tesla_model_y,ford_f_350_super_duty,tesla_model_y,300,no,,,below_10,private_garage,,yes,350,app,,yes,350,yes,2,more_than_8,no,,,2024-10-02 00:49:11,2,yes,
1MFoGYl1sm4S6xMpHoOghME9pLJETqcpPBEZ_f8zlGvNdz4g9zJsYaaRknV3UY-D,35539069,141363,2024-10-02 00:48:47,2024-10-02 00:51:30,2024-10-02 00:51:32,,2024-10-02 00:48:49,tesla_model_y,honda_passport,tesla_model_y,300,no,,,10_to_30,private_garage,,no,250,app,,yes,250,yes,4,3_to_5,no,,,2024-10-02 00:51:31,3,yes,
pezqQCiWcfc8Tt31mUvVVUCe2xvxZMcKud0pjn5Zup6oLJlVOKE2W3WJRMwLrzyD,35539086,141363,2024-10-02 00:49:26,2024-10-02 00:59:24,2024-10-02 00:59:26,,2024-10-02 00:49:27,tesla_model_y,NA_NA,tesla_model_y,300,yes,by_car,5,10_to_30,private_garage,,no,400,no,,yes,400,yes,7,3_to_5,no,,,2024-10-02 00:59:26,1,yes,
UYzTX2hyCdEO0h3WAPKOK2zdUfw2FnkAvjDCNsPwD8hEzpqBx6VgaynHozviq3dW,35539146,141363,2024-10-02 00:51:51,2024-10-02 00:53:45,2024-10-02 00:53:46,,2024-10-02 00:51:53,tesla_model_y,tesla_model_s,tesla_model_y,300,yes,by_car,5,10_to_30,private_garage,,yes,300,app,,yes,300,yes,5,3_to_5,yes,3,3_to_5,2024-10-02 00:53:46,2,yes,
j06ZH6DW8cktuZArzZroG04Ut3AmieAkCiqnhI4nkNEdWCGeVmo0HIYWGPd4djEV,35539165,141363,2024-10-02 00:52:03,2024-10-02 00:53:35,2024-10-02 00:53:36,,2024-10-02 00:52:05,gmc_yukon,tesla_model_3,tesla_model_3,300,yes,by_car,5,51_to_100,private_garage,,yes,350,app,,yes,350,yes,6,more_than_8,yes,3,less_than_3,2024-10-02 00:53:36,2,yes,
wGA5Euzt2rHMjxWyEawi4qO1LJ8AnelbaBpRgiKDc3V4RC06hFwF42NexeaOkyxN,35539211,141363,2024-10-02 00:53:33,2024-10-02 00:54:53,2024-10-02 00:54:54,,2024-10-02 00:53:35,cadillac_xt_5,chevrolet_bolt_ev,chevrolet_bolt_ev,250,no,,,below_10,private_garage,,not_sure,300,no,,yes,300,yes,1,3_to_5,no,,,2024-10-02 00:54:54,2,yes,
drz87tnxlJ29YzjmVHuOXFUNzBaPZ1P6Tm1uHQUmaR2mql7BUEwtQ4_IveQsTMMr,35539218,141363,2024-10-02 00:53:39,2024-10-02 00:54:35,2024-10-02 00:54:36,,2024-10-02 00:53:41,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,no,,,below_10,driveway,,not_sure,idk,no,,yes,250,yes,5,3_to_5,no,,,2024-10-02 00:54:36,1,yes,
MlQIgPwmZY4Ufv0gBvPhx8wVUbUYKLJDez-8f_UAvNo4dtGdZxShG_EERg67U6-c,35539306,141363,2024-10-02 00:58:24,2024-10-02 01:01:31,2024-10-02 01:01:32,,2024-10-02 00:58:25,tesla_model_3,NA_NA,tesla_model_3,300,no,,,below_10,private_garage,,yes,250,no,,no,250,yes,2,more_than_8,no,,,2024-10-02 01:01:32,1,yes,
06BkJBE8n5Gv-DUPpzWy_b6NmKzlCXesA41bkuBvWHUHGILYLsbP9zsaumm90f0P,35539315,141363,2024-10-02 00:59:30,2024-10-02 01:01:42,2024-10-02 01:01:44,,2024-10-02 00:59:31,volkswagen_id_4,NA_NA,volkswagen_id_4,250,yes,by_car,5,below_10,private_garage,,yes,300,app,,yes,300,yes,3,3_to_5,yes,1,5_to_8,2024-10-02 01:01:44,1,yes,
opY5IETq40kvb9F3YclaLlholmCwAUoRirpzoysPX86UdLI5_5msY6ASjkOGPEAk,35539353,141363,2024-10-02 01:04:15,2024-10-02 01:06:48,2024-10-02 01:06:50,,2024-10-02 01:04:16,lucid_air,mercedes_benz_e_class,lucid_air,450,no,,,below_10,driveway,,yes,400,app,,yes,400,yes,1,less_than_3,no,,,2024-10-02 01:06:50,3,yes,
iBULtVSKuQUx25CSNuQR9RTdN2axUkDbXCBALtzFnY1Z49Tzi9hYprf3wSHiK-1N,35539375,141363,2024-10-02 01:06:58,2024-10-02 01:13:42,2024-10-02 01:13:44,,2024-10-02 01:07:00,chevrolet_bolt_euv,honda_cr_v,chevrolet_bolt_euv,250,yes,by_car,3,31_to_50,private_garage,,not_sure,300,no,,yes,300,yes,1,more_than_8,yes,2,less_than_3,2024-10-02 01:13:44,2,yes,
UtnHsdfBrdesch18m4lHaGH9tW02-ckd8mqnqYuHQTkTKHVyNOl6o96HsAViYIH8,35539383,141363,2024-10-02 01:07:15,2024-10-02 01:09:24,2024-10-02 01:09:26,,2024-10-02 01:07:17,chevrolet_bolt_ev,honda_cr_v_hybrid,chevrolet_bolt_ev,250,yes,by_car,5,10_to_30,private_garage,,no,350,app,,yes,350,yes,3,5_to_8,no,,,2024-10-02 01:09:25,2,yes,
7Nb_T1qpUUK4Jbo98Xcr2K3rc5ApikQcEtAlybJE41reaoKwKvyfut-Gj_BpjyFJ,35539390,141363,2024-10-02 01:08:32,2024-10-02 01:10:32,2024-10-02 01:10:34,,2024-10-02 01:08:34,bmw_i_3,porsche_cayman,bmw_i_3,100,no,,,below_10,private_garage,,yes,100,no,,yes,100,yes,7,more_than_8,no,,,2024-10-02 01:10:34,3,yes,
cZVbDnjaiXFfhSkxYGarZmoUvweWlM0cuMqfJxQi9DjJ9iWeeB2B_owtMg7AXAOY,35539396,141363,2024-10-02 01:09:07,2024-10-02 01:10:58,2024-10-02 01:11:00,,2024-10-02 01:09:09,fiat_500_e,hyundai_santa_fe,fiat_500_e,100,no,,,below_10,private_garage,,yes,idk,no,,no,100,yes,5,less_than_3,no,,,2024-10-02 01:11:00,2,yes,
J-eIL7eNR_bJacPxdq9FuDixo8XpCGuA2tmH8bic60gSoMovI3eEFvCDKwK16hdt,35539406,141363,2024-10-02 01:10:09,2024-10-02 01:12:50,2024-10-02 01:12:52,,2024-10-02 01:10:10,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,no,,,below_10,shared_garage,,yes,350,no,,yes,350,yes,3,3_to_5,no,,,2024-10-02 01:12:51,1,yes,
k4tbur5O2oIa6wxmYHdy7HOdoU42DsstEm1imeeUUoekgQ5wOQm8qkdtPKBqPGbr,35539414,141363,2024-10-02 01:11:06,2024-10-02 01:13:27,2024-10-02 01:13:29,,2024-10-02 01:11:08,tesla_model_3,ram_1500,tesla_model_3,300,no,,,below_10,driveway,,no,250,no,,yes,250,yes,1,more_than_8,no,,,2024-10-02 01:13:29,2,yes,
_G56nrIQoytgpdkj5xJQf-POA72Q57UnUfoan3EtLZL4M1GYolUgo4B3Xzj4C9kx,35539430,141363,2024-10-02 01:12:40,2024-10-02 01:14:41,2024-10-02 01:14:43,,2024-10-02 01:12:42,chevrolet_equinox,audi_e_tron_gt,audi_e_tron_gt,250,yes,by_car,5,31_to_50,private_garage,,yes,300,app,,yes,300,yes,5,more_than_8,no,,,2024-10-02 01:14:42,3,yes,
UjHF_H6yRQVFgK_vtnuYpTSCFmllRrpoSndM8MJmuE04b-gfj9E4EN3GQJA7w377,35539454,141363,2024-10-02 01:15:41,2024-10-02 01:20:11,2024-10-02 01:20:12,,2024-10-02 01:15:42,tesla_model_y,NA_NA,tesla_model_y,300,yes,by_car,5,31_to_50,private_garage,,no,350,app,,yes,350,yes,7,3_to_5,no,,,2024-10-02 01:20:12,1,yes,
8m0lCGd4u3EBCeKzPNVi_9n96p0jNetv86aPbD0_6jm9gLoilwe-gF08YbEA2tS3,35539482,141363,2024-10-02 01:19:09,2024-10-02 01:21:01,2024-10-02 01:21:03,,2024-10-02 01:19:10,nissan_leaf,lexus_ct_200_h,nissan_leaf,150,yes,by_car,3,10_to_30,private_garage,,no,250,app,,yes,250,yes,2,5_to_8,no,,,2024-10-02 01:21:03,2,yes,
e3Ihu29Z53sa8i6pFNyMJzkxM8pdjA8v1pa_a8K2idZYEA6A5UdE7OWoa9bVn1Wr,35539484,141363,2024-10-02 01:19:13,2024-10-02 01:21:27,2024-10-02 01:21:29,,2024-10-02 01:19:15,hyundai_ioniq_plug_in_hybrid,mazda_cx_5,hyundai_ioniq_5,250,yes,by_car,3,31_to_50,private_garage,,no,300,no,,no,300,yes,3,5_to_8,yes,3,3_to_5,2024-10-02 01:21:29,3,no,yes
NGriQFpE1-TupCN983hfSOB-b8YTthdZkO2vm6u0av2b4mpdqazNFBcsJQVFWcCu,35539487,141363,2024-10-02 01:19:21,2024-10-02 01:20:44,2024-10-02 01:20:46,,2024-10-02 01:19:22,ford_mustang_mach_e,honda_civic,ford_mustang_mach_e,250,yes,by_car,2,10_to_30,private_garage,,not_sure,250,no,,no,250,yes,1,more_than_8,no,,,2024-10-02 01:20:46,2,yes,
IWQcMXLrqry2kwmLeTVBnUJWD7zLlDVLI5Co39IbEk2qbDAbqTkaLD_h_3twevLt,35539511,141363,2024-10-02 01:21:08,2024-10-02 01:22:51,2024-10-02 01:22:53,,2024-10-02 01:21:10,ford_mustang_mach_e,ford_mustang,ford_mustang_mach_e,250,no,,,31_to_50,private_garage,,yes,200,smc,Wright Hennepin,yes,200,yes,7,5_to_8,no,,,2024-10-02 01:22:53,3,yes,
fJ1vrOERc06ihh0fpKK44uPf159A_17y5ODRgCVDKALII2nStqFkCOk-PB5QqmFL,35539519,141363,2024-10-02 01:21:28,2024-10-02 01:25:47,2024-10-02 01:25:47,,2024-10-02 01:21:30,cadillac_lyriq,NA_NA,cadillac_lyriq,300,yes,by_car,5,10_to_30,private_garage,,yes,300,app,,yes,300,yes,5,3_to_5,no,,,2024-10-02 01:25:47,1,yes,
G9Uyda6N_2HvKLuE8fj2Vn-jpZD_c66DwjlccPvPQZLZu-GTnj6h6pycIEGbYssS,35539521,141363,2024-10-02 01:21:28,2024-10-02 01:22:51,2024-10-02 01:22:53,,2024-10-02 01:21:30,nissan_altima_hybrid,NA_NA,cadillac_lyriq,300,yes,by_car,4,10_to_30,shared_lot,,yes,400,app,,yes,400,yes,3,3_to_5,yes,4,3_to_5,2024-10-02 01:22:52,1,no,yes
pov7LZC88vSR3gcDDk0DDmnWyNnF05Ck9KCweVCg3Fp0rpkRlGotvWAP0ItrZaT-,35539535,141363,2024-10-02 01:22:19,2024-10-02 01:23:53,2024-10-02 01:23:55,,2024-10-02 01:22:21,chevrolet_bolt_ev,chevrolet_tahoe,chevrolet_bolt_ev,250,yes,by_car,3,below_10,private_garage,,yes,idk,app,,yes,250,no,,,yes,2,less_than_3,2024-10-02 01:23:55,2,yes,
qMTnHqoNsSl3xpKxc6aQpzNYshrYLbfXgfroJK58gOTahBhVYc9mv9SOPRTnxOM4,35539543,141363,2024-10-02 01:23:42,2024-10-02 01:27:12,2024-10-02 01:27:12,,2024-10-02 01:23:43,nissan_leaf,volvo_xc_90,nissan_leaf,150,yes,by_car,3,10_to_30,driveway,,yes,150,no,,yes,150,yes,2,3_to_5,no,,,2024-10-02 01:27:12,2,yes,
U1LvxVrLP5F9KIrxj_ochm2TiRRwO6HaTf_yFPgYGRke8xtMUaEp2YUPv2ebDQ9R,35539551,141363,2024-10-02 01:24:22,2024-10-02 01:25:35,2024-10-02 01:25:35,,2024-10-02 01:24:24,genesis_electrified_gv_70,kia_sorento,genesis_electrified_gv_70,250,yes,by_car,5,31_to_50,private_garage,,yes,350,app,,yes,350,yes,2,5_to_8,no,,,2024-10-02 01:25:35,2,yes,
pYzNQf6QoAoHljsHOFFzNDleSMARdIJFV4jjwIaaJGAHmPZL59EkjxVXkQnejB2p,35539573,141363,2024-10-02 01:25:47,2024-10-02 01:27:19,2024-10-02 01:27:19,,2024-10-02 01:25:47,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,5,below_10,private_garage,,no,250,no,,yes,250,yes,1,more_than_8,yes,3,less_than_3,2024-10-02 01:27:19,1,yes,
Zeys-UdTdY63qnYnyk8APc6BsL59L8QAS7cUuMDPRdYhkdF4fdgpzcKz0sWkC9uP,35539609,141363,2024-10-02 01:27:45,2024-10-02 01:29:15,2024-10-02 01:29:15,,2024-10-02 01:27:45,bmw_active_hybrid_x_6,NA_NA,honda_clarity,100,yes,by_car,5,31_to_50,private_garage,,no,300,smc,App,no,300,no,,,no,,,2024-10-02 01:29:15,1,no,yes
pt9I4dtLE_pA2_BQ1lMh7nRyuuXpAigNB2prwtN1LDhDRc9fzJYqePxtWVxgY9MX,35539615,141363,2024-10-02 01:28:38,2024-10-02 01:30:37,2024-10-02 01:30:37,,2024-10-02 01:28:39,nissan_ariya,NA_NA,nissan_ariya,250,no,,,10_to_30,driveway,,yes,300,no,,yes,300,yes,3,3_to_5,no,,,2024-10-02 01:30:37,1,yes,
UmnpVlqWV93Y2bhuMlxTKHJJOVBohyG2G8sv8b_TwWSJ5wwTck9c5A2EmBq0ZLV9,35539622,141363,2024-10-02 01:29:23,2024-10-02 01:31:11,2024-10-02 01:31:11,,2024-10-02 01:29:23,volvo_xc_40_recharge,honda_cr_v,volvo_xc_40_recharge,250,no,,,10_to_30,private_garage,,yes,300,app,,yes,300,yes,4,less_than_3,no,,,2024-10-02 01:31:11,3,yes,
qtMNn1MCY9P-dYIq7IcLSze_Xz4Ani96XSTU-T-j0vt62mxQv11NNqWKIwIFVHeR,35539629,141363,2024-10-02 01:29:37,2024-10-02 01:31:51,2024-10-02 01:31:51,,2024-10-02 01:29:38,tesla_model_y,subaru_outback,tesla_model_y,300,yes,by_car,5,below_10,private_garage,,yes,300,app,,no,300,no,,,no,,,2024-10-02 01:31:51,2,yes,
WCJP1rvfwRFaZuZ-tRgHwbsWjj_V-Eqwh83JUS3FIWF3TpqD4FBW20IHVMZrqgwL,35539634,141363,2024-10-02 01:30:16,2024-10-02 01:32:18,2024-10-02 01:32:18,,2024-10-02 01:30:16,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,5,51_to_100,private_garage,,no,300,app,,yes,300,yes,5,more_than_8,no,,,2024-10-02 01:32:18,1,yes,
oUPWk8_JNtNG5x2JosCjdCgtgc33ivnj4jRvYeaiX1IQfki21gPJVmUW8onjudk3,35539656,141363,2024-10-02 01:31:37,2024-10-02 01:33:15,2024-10-02 01:33:16,,2024-10-02 01:31:37,NA_NA,NA_NA,chevrolet_bolt_ev,250,yes,"by_car, by_bus, by_train",3,10_to_30,street,,yes,300,app,,yes,300,no,,,no,,,2024-10-02 01:33:16,0,no,yes
8cvYaEwNoL8fb61bvoI5IP64bJFy3QeOn4TErxJ34U_qKAvCOIo5BJnDOrsIRfFo,35539687,141363,2024-10-02 01:34:06,2024-10-02 01:35:34,2024-10-02 01:35:34,,2024-10-02 01:34:06,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,5,10_to_30,driveway,,yes,400,app,,yes,400,yes,7,less_than_3,no,,,2024-10-02 01:35:34,1,yes,
Hr0f5NH1P0p-PjnsDyRydR36iSVp8PWPwfEyY8b7ufiO66aw0703QC0j6RZyDOWj,35539690,141363,2024-10-02 01:34:10,2024-10-02 01:38:18,2024-10-02 01:38:18,,2024-10-02 01:34:10,bmw_i_x,audi_q_8_e_tron,bmw_i_x,300,yes,by_car,4,10_to_30,private_garage,,yes,400,app,,yes,400,yes,5,more_than_8,no,,,2024-10-02 01:38:18,3,yes,
2Rb8vI0vZiso4SIbh0YWZus6aawjdjVNdUv1BxazJ3e31lKqkXRYLmT9KadOiKWE,35539695,141363,2024-10-02 01:34:28,2024-10-02 01:35:16,,,2024-10-02 01:34:29,tesla_model_y,bmw_3_series,tesla_model_y,300,,,,,,,,,,,,,,,,,,,,2,yes,
XPf7hfeckTvEBHINPz7NjeQ6Y_VpFR9Dc8mcFof23AZMzIfpwhAhEauHFNJEkTB4,35539702,141363,2024-10-02 01:35:33,2024-10-02 01:37:03,2024-10-02 01:37:03,,2024-10-02 01:35:33,nissan_leaf,NA_NA,nissan_leaf,150,yes,by_car,6,10_to_30,driveway,,no,100,no,,no,100,yes,4,less_than_3,no,,,2024-10-02 01:37:03,1,yes,
dfU2YHZ-hk9zOz-1F_agt9tIV63c9VowWPGuHA2m9mITv3u6pGzPXUq5bLSLuq74,35539716,141363,2024-10-02 01:37:01,2024-10-02 01:38:57,2024-10-02 01:38:58,,2024-10-02 01:37:01,nissan_leaf,subaru_forester,nissan_leaf,150,yes,by_car,5,10_to_30,private_garage,,no,100,no,,yes,100,yes,5,3_to_5,no,,,2024-10-02 01:38:58,2,yes,
uD_eea3NY7OtO_nJJ57e5H2c94LESxu8JoWMkWeKsShk7DG70jATAAwwjvQ-Q_v4,35539756,141363,2024-10-02 01:40:39,2024-10-02 01:42:22,2024-10-02 01:42:22,,2024-10-02 01:40:39,nissan_ariya,nissan_rogue,nissan_ariya,250,yes,by_car,5,10_to_30,private_garage,,yes,200,app,,yes,200,no,,,no,,,2024-10-02 01:42:22,3,yes,
M-Lj8gsgFQJC8Wp_q87CBafSSyuW7e8hk0g0ERW_YbU4S_zU1XDui7n2rS5khZow,35539782,141363,2024-10-02 01:44:27,2024-10-02 01:45:56,2024-10-02 01:45:56,,2024-10-02 01:44:28,volkswagen_id_4,NA_NA,volkswagen_id_4,250,yes,by_car,2,10_to_30,private_garage,,no,400,app,,yes,400,yes,7,3_to_5,no,,,2024-10-02 01:45:56,1,yes,
g0sPi-9Pdv5Ts6wQKnOpP8OPciAxF69cNN2XsJ6-IDKkTG_vXTxMDlyx0u-ZMj8r,35539788,141363,2024-10-02 01:45:12,2024-10-02 01:46:51,2024-10-02 01:46:51,,2024-10-02 01:45:12,tesla_model_3,toyota_rav_4,tesla_model_3,300,yes,by_car,5,10_to_30,private_garage,,yes,300,app,,yes,300,yes,5,less_than_3,no,,,2024-10-02 01:46:51,2,yes,
pavmhXj_vQI50BhuDkJt5KiJVVZ94L806wt2h2b_A6xSwzhZkhI9EugzIRlJpyn-,35539802,141363,2024-10-02 01:46:25,2024-10-02 01:50:04,2024-10-02 01:50:04,,2024-10-02 01:46:26,bmw_i_8,NA_NA,tesla_model_s,300,yes,by_car,5,10_to_30,shared_garage,,yes,350,smc,BMW,yes,350,yes,7,more_than_8,no,,,2024-10-02 01:50:04,1,no,yes
aK1PmKD5MDlGdYb1tw5AOgzyQ77DQEhusxDLdRkPCGzodUPNzHGyklJmUQw8WV_v,35539817,141363,2024-10-02 01:48:00,2024-10-02 01:49:56,2024-10-02 01:49:56,,2024-10-02 01:48:00,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,yes,by_car,5,10_to_30,private_garage,,not_sure,300,app,,yes,300,yes,3,more_than_8,no,,,2024-10-02 01:49:56,1,yes,
8SBmK1qvDZ6dvtjjZXykgRX4QTmhAuQoDFC0STvfgvvQzkqFa6wZiabfj3jPaSom,35539851,141363,2024-10-02 01:51:49,2024-10-02 01:54:11,2024-10-02 01:54:11,,2024-10-02 01:51:49,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,4,31_to_50,private_garage,,yes,300,app,,no,300,yes,3,more_than_8,no,,,2024-10-02 01:54:11,1,yes,
R4Nl76lIZUr01xh1a2UF-1uHWJ-p6WplCCd45sIwurrQH4SjbkznxVlPi09md6Cp,35539854,141363,2024-10-02 01:51:55,2024-10-02 01:56:22,2024-10-02 01:56:22,,2024-10-02 01:51:55,chevrolet_bolt_ev,subaru_forester,chevrolet_bolt_ev,250,yes,by_car,5,31_to_50,driveway,,no,300,no,,no,300,yes,7,more_than_8,no,,,2024-10-02 01:56:22,2,yes,
6CW4PTt_1c13T9pTHyX310RJNsJApMBOa2wtWSOKxc29GsNhgZNHho-6avBKJBiI,35539872,141363,2024-10-02 01:54:24,2024-10-02 01:56:17,2024-10-02 01:56:17,,2024-10-02 01:54:24,rivian_r_1_s,tesla_model_x,rivian_r_1_s,300,yes,by_car,5,10_to_30,private_garage,,yes,350,app,,yes,350,yes,4,3_to_5,no,,,2024-10-02 01:56:17,2,yes,
WmcbfaiNza4VayBOrfDEsgY5blsTviBTfRco1kLKCeuzgviAro6PETEVjBH-saVp,35539887,141363,2024-10-02 01:56:29,2024-10-02 01:57:53,2024-10-02 01:57:53,,2024-10-02 01:56:29,chevrolet_suburban,toyota_highlander,cadillac_lyriq,300,yes,by_car,5,10_to_30,private_garage,,yes,100,smc,type,yes,100,yes,7,5_to_8,no,,,2024-10-02 01:57:53,2,no,yes
Ceig0sqA2GLG7P5jtGz4ZAJqPYntAOPUmuvmx7M6I9NPZRDSDla0uXDdmUmVzMM-,35539895,141363,2024-10-02 01:56:53,2024-10-02 01:57:38,2024-10-02 01:57:38,,2024-10-02 01:56:53,honda_cr_v,NA_NA,ford_f_150_lightning,300,no,,,10_to_30,street,,yes,200,app,,yes,200,yes,3,3_to_5,yes,5,less_than_3,2024-10-02 01:57:38,1,no,yes
pwCKyy-zQUYDVgBoR5TM7I8l9nNYwMyNf4lyhtIA0UnStrFtUEOBsuJjfHwo9oE6,35539958,141363,2024-10-02 02:05:21,2024-10-02 02:07:10,2024-10-02 02:07:10,,2024-10-02 02:05:21,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,5,below_10,private_garage,,not_sure,idk,app,,yes,300,yes,7,less_than_3,no,,,2024-10-02 02:07:10,1,yes,
rwGm3RuaKHf5FKeQSNnJuqV057UKU1jCy431VONUioMLAj_xq1MdQhqosGC4m3Vt,35539963,141363,2024-10-02 02:06:05,2024-10-02 02:07:46,2024-10-02 02:07:46,,2024-10-02 02:06:05,tesla_model_y,NA_NA,tesla_model_y,300,no,,,10_to_30,private_garage,,yes,350,app,,yes,350,yes,3,more_than_8,no,,,2024-10-02 02:07:46,1,yes,
t__F9xV1uV6oV5ho9DIEtbKHDlBbL2uaYOm_NeRlE1OB9pijrlmoXge0MbDIfpuM,35539966,141363,2024-10-02 02:06:07,2024-10-02 02:08:22,2024-10-02 02:08:23,,2024-10-02 02:06:07,chevrolet_bolt_euv,honda_odyssey,chevrolet_bolt_euv,250,yes,by_car,4,51_to_100,private_garage,,not_sure,200,no,,yes,200,yes,5,3_to_5,no,,,2024-10-02 02:08:22,2,yes,
FIbdwgWyHXDcJCEaISKdLoHfLYDEjGMDK4xE-4JX_6jstTvNyXTpzYX3eHjznEGS,35539971,141363,2024-10-02 02:06:46,2024-10-02 02:07:31,2024-10-02 02:07:31,,2024-10-02 02:06:46,buick_enclave,NA_NA,ford_focus_ev,100,yes,by_car,5,10_to_30,street,,no,300,app,,yes,300,no,,,no,,,2024-10-02 02:07:31,1,no,yes
pKUPGW5VKGD6Argojs7hSJG7vrvJ2JoEx7WtrdqyZivPtEdN3Cc-_fRazG5CmzPR,35539980,141363,2024-10-02 02:07:43,2024-10-02 02:09:13,2024-10-02 02:09:13,,2024-10-02 02:07:43,tesla_model_s,NA_NA,tesla_model_s,300,no,,,below_10,private_garage,,no,250,no,,yes,250,no,,,no,,,2024-10-02 02:09:13,1,yes,
