session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
Zeys-UdTdY63qnYnyk8APc6BsL59L8QAS7cUuMDPRdYhkdF4fdgpzcKz0sWkC9uP,35539654,141366,102,2024-10-02 01:31:22,2024-10-02 01:31:36,2024-10-02 01:31:37,,2024-10-02 01:31:22,no,,,387274,,2024-10-02 01:31:36
pt9I4dtLE_pA2_BQ1lMh7nRyuuXpAigNB2prwtN1LDhDRc9fzJYqePxtWVxgY9MX,35539682,141366,103,2024-10-02 01:33:57,2024-10-02 01:34:19,2024-10-02 01:34:20,,2024-10-02 01:33:57,yes,no,,798758,,2024-10-02 01:34:20
UmnpVlqWV93Y2bhuMlxTKHJJOVBohyG2G8sv8b_TwWSJ5wwTck9c5A2EmBq0ZLV9,35539696,141366,104,2024-10-02 01:34:49,2024-10-02 01:35:31,2024-10-02 01:35:31,,2024-10-02 01:34:50,yes,yes,250,774578,,2024-10-02 01:35:31
oUPWk8_JNtNG5x2JosCjdCgtgc33ivnj4jRvYeaiX1IQfki21gPJVmUW8onjudk3,35539704,141366,105,2024-10-02 01:36:00,2024-10-02 01:36:38,2024-10-02 01:36:39,,2024-10-02 01:36:00,no,,,627944,,2024-10-02 01:36:39
qtMNn1MCY9P-dYIq7IcLSze_Xz4Ani96XSTU-T-j0vt62mxQv11NNqWKIwIFVHeR,35539719,141366,106,2024-10-02 01:37:12,2024-10-02 01:37:56,2024-10-02 01:37:57,,2024-10-02 01:37:12,yes,yes,2000,788394,,2024-10-02 01:37:56
8cvYaEwNoL8fb61bvoI5IP64bJFy3QeOn4TErxJ34U_qKAvCOIo5BJnDOrsIRfFo,35539731,141366,107,2024-10-02 01:38:23,2024-10-02 01:38:54,2024-10-02 01:38:55,,2024-10-02 01:38:24,yes,yes,250,249129,,2024-10-02 01:38:54
WCJP1rvfwRFaZuZ-tRgHwbsWjj_V-Eqwh83JUS3FIWF3TpqD4FBW20IHVMZrqgwL,35539733,141366,108,2024-10-02 01:38:33,2024-10-02 01:39:34,2024-10-02 01:39:35,,2024-10-02 01:38:34,no,,,468746,,2024-10-02 01:39:35
XPf7hfeckTvEBHINPz7NjeQ6Y_VpFR9Dc8mcFof23AZMzIfpwhAhEauHFNJEkTB4,35539747,141366,109,2024-10-02 01:39:44,2024-10-02 01:40:23,2024-10-02 01:40:24,,2024-10-02 01:39:44,no,,,472318,This survey was very helpful and interesting to complete ,2024-10-02 01:40:23
dfU2YHZ-hk9zOz-1F_agt9tIV63c9VowWPGuHA2m9mITv3u6pGzPXUq5bLSLuq74,35539773,141366,110,2024-10-02 01:43:11,2024-10-02 01:44:31,2024-10-02 01:44:31,,2024-10-02 01:43:11,yes,yes,100,471725,,2024-10-02 01:44:31
uD_eea3NY7OtO_nJJ57e5H2c94LESxu8JoWMkWeKsShk7DG70jATAAwwjvQ-Q_v4,35539807,141366,111,2024-10-02 01:47:03,2024-10-02 01:47:34,2024-10-02 01:47:35,,2024-10-02 01:47:03,yes,no,,770291,,2024-10-02 01:47:35
Hr0f5NH1P0p-PjnsDyRydR36iSVp8PWPwfEyY8b7ufiO66aw0703QC0j6RZyDOWj,35539821,141366,112,2024-10-02 01:48:26,2024-10-02 01:49:41,2024-10-02 01:49:42,,2024-10-02 01:48:26,yes,no,,886162,,2024-10-02 01:49:41
M-Lj8gsgFQJC8Wp_q87CBafSSyuW7e8hk0g0ERW_YbU4S_zU1XDui7n2rS5khZow,35539823,141366,113,2024-10-02 01:49:08,2024-10-02 01:49:39,2024-10-02 01:49:40,,2024-10-02 01:49:08,yes,already_have,,896059,,2024-10-02 01:49:40
g0sPi-9Pdv5Ts6wQKnOpP8OPciAxF69cNN2XsJ6-IDKkTG_vXTxMDlyx0u-ZMj8r,35539824,141366,114,2024-10-02 01:49:13,2024-10-02 01:49:53,2024-10-02 01:49:53,,2024-10-02 01:49:13,yes,yes,600,294280,,2024-10-02 01:49:53
aK1PmKD5MDlGdYb1tw5AOgzyQ77DQEhusxDLdRkPCGzodUPNzHGyklJmUQw8WV_v,35539857,141366,115,2024-10-02 01:52:16,2024-10-02 01:52:54,2024-10-02 01:52:55,,2024-10-02 01:52:16,no,,,719845,i like e v,2024-10-02 01:52:55
pavmhXj_vQI50BhuDkJt5KiJVVZ94L806wt2h2b_A6xSwzhZkhI9EugzIRlJpyn-,35539873,141366,116,2024-10-02 01:54:44,2024-10-02 01:56:17,2024-10-02 01:56:18,,2024-10-02 01:54:44,yes,yes,200,313755,,2024-10-02 01:56:18
8SBmK1qvDZ6dvtjjZXykgRX4QTmhAuQoDFC0STvfgvvQzkqFa6wZiabfj3jPaSom,35539902,141366,117,2024-10-02 01:58:13,2024-10-02 01:58:45,2024-10-02 01:58:46,,2024-10-02 01:58:13,no,,,863634,,2024-10-02 01:58:46
Ceig0sqA2GLG7P5jtGz4ZAJqPYntAOPUmuvmx7M6I9NPZRDSDla0uXDdmUmVzMM-,35539911,141366,118,2024-10-02 01:59:19,2024-10-02 01:59:31,2024-10-02 01:59:31,,2024-10-02 01:59:19,yes,no,,416971,,2024-10-02 01:59:31
WmcbfaiNza4VayBOrfDEsgY5blsTviBTfRco1kLKCeuzgviAro6PETEVjBH-saVp,35539914,141366,119,2024-10-02 01:59:33,2024-10-02 01:59:43,2024-10-02 01:59:44,,2024-10-02 01:59:33,yes,no,,511163,,2024-10-02 01:59:43
6CW4PTt_1c13T9pTHyX310RJNsJApMBOa2wtWSOKxc29GsNhgZNHho-6avBKJBiI,35539917,141366,120,2024-10-02 01:59:57,2024-10-02 02:00:15,2024-10-02 02:00:16,,2024-10-02 01:59:57,no,,,182141,,2024-10-02 02:00:15
R4Nl76lIZUr01xh1a2UF-1uHWJ-p6WplCCd45sIwurrQH4SjbkznxVlPi09md6Cp,35539946,141366,121,2024-10-02 02:03:24,2024-10-02 02:03:56,2024-10-02 02:03:57,,2024-10-02 02:03:24,yes,no,,821165,,2024-10-02 02:03:57
FIbdwgWyHXDcJCEaISKdLoHfLYDEjGMDK4xE-4JX_6jstTvNyXTpzYX3eHjznEGS,35539987,141366,122,2024-10-02 02:09:03,2024-10-02 02:09:22,2024-10-02 02:09:23,,2024-10-02 02:09:03,yes,no,,101092,,2024-10-02 02:09:23
pKUPGW5VKGD6Argojs7hSJG7vrvJ2JoEx7WtrdqyZivPtEdN3Cc-_fRazG5CmzPR,35540018,141366,123,2024-10-02 02:11:39,2024-10-02 02:12:20,2024-10-02 02:12:20,,2024-10-02 02:11:39,no,,,350986,350986,2024-10-02 02:12:20
pwCKyy-zQUYDVgBoR5TM7I8l9nNYwMyNf4lyhtIA0UnStrFtUEOBsuJjfHwo9oE6,35540032,141366,124,2024-10-02 02:13:24,2024-10-02 02:14:16,2024-10-02 02:14:16,,2024-10-02 02:13:24,no,,,140065,I encourage more EVs,2024-10-02 02:14:16
6LOyUPMMgQH-Q3Bbg40d8TYX3yRMZtCXijmo1CQ0ozI7aKddB4e1YmxV8UTYLdI9,35540034,141366,125,2024-10-02 02:13:47,2024-10-02 02:14:07,2024-10-02 02:14:08,,2024-10-02 02:13:47,yes,no,,925011,,2024-10-02 02:14:08
t__F9xV1uV6oV5ho9DIEtbKHDlBbL2uaYOm_NeRlE1OB9pijrlmoXge0MbDIfpuM,35540035,141366,126,2024-10-02 02:13:52,2024-10-02 02:14:46,2024-10-02 02:14:47,,2024-10-02 02:13:52,yes,no,,705612,,2024-10-02 02:14:47
K-fGmp9m6O-mNCdZeLwSYfAFqPaZq6GoDhFGBc4Cy8xuOaVB4A16Vm_u--bUPVCO,35540037,141366,127,2024-10-02 02:14:04,2024-10-02 02:14:35,2024-10-02 02:14:35,,2024-10-02 02:14:04,yes,already_have,,757767,,2024-10-02 02:14:35
mo4JsFXSi6NVxPvSSzcAiPk2ILNGcz_UlemZnGfvXtlyVnMn5rjndv4-gW-Yb3vl,35540043,141366,128,2024-10-02 02:14:14,2024-10-02 02:14:37,2024-10-02 02:14:38,,2024-10-02 02:14:14,yes,yes,80,988922,,2024-10-02 02:14:38
VpCAOHnDthMfLBsa6-e30vTOMFCaM-qoXinGtx0J7zlEr3tG5AgU5dhcpYLUYRmw,35540069,141366,129,2024-10-02 02:17:00,2024-10-02 02:17:44,2024-10-02 02:17:44,,2024-10-02 02:17:00,no,,,739194,,2024-10-02 02:17:44
-APUqZYbJJG9zRgN9ceHbHxg8zYzw6W3b22Ho4TsSw9940EYoJNtGagtll1r6iZ0,35540160,141366,130,2024-10-02 02:32:09,2024-10-02 02:32:57,2024-10-02 02:32:57,,2024-10-02 02:32:09,no,,,206183,,2024-10-02 02:32:57
y1SmDD2rYWsfKUEdGKd2qTwkBGSXd6cwBEiPNpr7iOBsAc9yBL_RljONvWnDN3DX,35540166,141366,131,2024-10-02 02:32:39,2024-10-02 02:33:17,2024-10-02 02:33:17,,2024-10-02 02:32:39,yes,yes,50,212318,,2024-10-02 02:33:17
PzmnNUuGK3ANUbGAr79GEvTLCQAIieqDh9a-50TNbVwU_CejXkq7rzN9ST0e-FBe,35540207,141366,132,2024-10-02 02:39:29,2024-10-02 02:40:44,2024-10-02 02:40:44,,2024-10-02 02:39:29,no,,,460687,,2024-10-02 02:40:44
LkBM1K60SCfOEsSKmKRm3dysQvQCOA9AzY40NnOM1wOJHu6EWqQ5YiFYBAsRg0i0,35540236,141366,133,2024-10-02 02:41:57,2024-10-02 02:42:23,2024-10-02 02:42:24,,2024-10-02 02:41:57,yes,yes,1,237529,,2024-10-02 02:42:24
Sv1g4STfKeATsf2w4MFdimCMMN5jDWz5KctKNvGALfCEbojXjzr0PTgrsREmHCNE,35540247,141366,134,2024-10-02 02:42:37,2024-10-02 02:49:29,2024-10-02 02:49:30,,2024-10-02 02:42:37,yes,yes,500,960341,,2024-10-02 02:49:30
WfDfR-Ip_lJ7DcdBUPLlkJuGqMTeFG8dUdaTs4i7Z447A8XgqGwTWYUSQiTw801P,35540256,141366,135,2024-10-02 02:43:56,2024-10-02 02:44:18,2024-10-02 02:44:19,,2024-10-02 02:43:56,yes,yes,195,762943,,2024-10-02 02:44:19
RPZMf6oeovMuMhQWSOX4xVUcLV44hfRVAzHV6_d_IjDYLrpE3jJFcwOj8SXjbKba,35540273,141366,136,2024-10-02 02:46:47,2024-10-02 02:47:26,2024-10-02 02:47:26,,2024-10-02 02:46:47,no,,,793573,,2024-10-02 02:47:26
fBfYMg_ITYYRw4efqpXbSyiVfrQi9Ha74LqxwwmctNNk97FjGx7bp28UDNKp6jVD,35540309,141366,137,2024-10-02 02:50:30,2024-10-02 02:51:19,2024-10-02 02:51:20,,2024-10-02 02:50:31,yes,yes,300,657560,,2024-10-02 02:51:19
mA90Wru_lclrbp3W7KQO8VUwmviN-aN3mf8rXOWx6gVIFvSz7xT-nW2Izs6oZkIm,35540326,141366,138,2024-10-02 02:53:46,2024-10-02 02:54:23,2024-10-02 02:54:24,,2024-10-02 02:53:46,yes,yes,500,925103,,2024-10-02 02:54:24
69MV-IuWxS8jIxYCG9QJMkM8inoKI--s6F0S-mljGeXS90Cpa8wDthj64-IXjOM2,35540376,141366,139,2024-10-02 02:59:05,2024-10-02 03:00:02,2024-10-02 03:00:03,,2024-10-02 02:59:06,no,,,204530,,2024-10-02 03:00:02
e7IQk2yBELFEvyGUujzRbEpbEa27Td5UHJ3MJ3wkM5esKlLvPktHHuFx3Qrqfgq8,35540392,141366,140,2024-10-02 03:00:57,2024-10-02 03:01:37,2024-10-02 03:01:39,,2024-10-02 03:00:57,yes,no,,723412,,2024-10-02 03:01:38
fnv6JW9eWDrRPc4jLwT5YnMAxe8nl3jvwiN9QI2ibHtlpZEYegbglIv0Gv4YgXZG,35540400,141366,141,2024-10-02 03:02:31,2024-10-02 03:04:10,2024-10-02 03:04:10,,2024-10-02 03:02:32,no,,,419872,"It's strange that the last section was optional. I answered no because I worry about the life of my battery. If I'm letting my energy company purchase energy from it, then I'm afraid it won't last as long in my car. EV batteries are very expensive to replace, to the best of my knowledge.",2024-10-02 03:04:10
lY_CUVU1D05-Y-TKMX5SPaAitvBsEBIIptP7rZObtt0TciwI04pwOSJaCs-sqHNz,35540488,141366,142,2024-10-02 03:12:43,2024-10-02 03:13:07,2024-10-02 03:13:08,,2024-10-02 03:12:43,no,,,960097,,2024-10-02 03:13:07
zbxt5WrXv5-kTRTBTbBD3M-lvyZiilnck1Dg_T6kT8lHBg0mgOwx97IPiULPOdaa,35540510,141366,143,2024-10-02 03:16:13,2024-10-02 03:16:39,2024-10-02 03:16:40,,2024-10-02 03:16:13,yes,yes,200,390853,,2024-10-02 03:16:40
3JpQXwZA4ABDXHOEN7EtTX431uUKXV3oqTDzaGo4WqKum8C60X0rson3fUz3whg8,35540512,141366,144,2024-10-02 03:16:29,2024-10-02 03:17:10,2024-10-02 03:17:11,,2024-10-02 03:16:29,no,,,704029,Nice survey ,2024-10-02 03:17:10
zK3Qu4brhtNlgobmqJB5B39mA_c5atxhZu2JucUwHIVbtDCEkQBnpRIgNNOq0JXa,35540556,141366,145,2024-10-02 03:23:34,2024-10-02 03:24:55,2024-10-02 03:24:56,,2024-10-02 03:23:34,no,,,254102,,2024-10-02 03:24:55
x80HYz8zn3YxH_L6pEaZ-x0krFRVF21zxZRJPodWtMbEzDp4d5PE7qakfAW8ez25,35540590,141366,146,2024-10-02 03:26:19,2024-10-02 03:26:51,2024-10-02 03:26:52,,2024-10-02 03:26:19,yes,yes,500,476172,,2024-10-02 03:26:52
y10Ee9wuBtL3Di8zzdpPVf15vAhDDqrxRDE4AfuvRopQ2fathsBfJIBXusE6Xpwg,35540600,141366,147,2024-10-02 03:28:28,2024-10-02 03:29:01,2024-10-02 03:29:02,,2024-10-02 03:28:28,yes,yes,300,885580,,2024-10-02 03:29:02
M6-XqYw2ABx-n71AvmGgTdOxtcO_e9WLg2q3p6NR-t0BdD-WpxDQic_UNvaH6Hdj,35540612,141366,148,2024-10-02 03:29:39,2024-10-02 03:30:33,2024-10-02 03:30:34,,2024-10-02 03:29:40,yes,no,,430981,,2024-10-02 03:30:34
r9uxPCL1V8-TXSG2ErwQKulOAAkQpU1eukE42GHBrS_EjaFlOyriCsSPz3dsx0Io,35540613,141366,149,2024-10-02 03:29:50,2024-10-02 03:31:13,2024-10-02 03:31:14,,2024-10-02 03:29:51,yes,yes,15,948834,,2024-10-02 03:31:14
uOTEdr1dvI_12zJhKiKfjstNV5EdqPSyeGsLwPBCM8r0W44zJJpokYpZRdPgnsKX,35540619,141366,150,2024-10-02 03:30:31,2024-10-02 03:30:48,2024-10-02 03:30:49,,2024-10-02 03:30:31,no,,,740450,,2024-10-02 03:30:49
8J4t2E0miv3cQckh_0J1NzLB2Bd_rCNFvMX67H_nGWl4GbkSIT0SSbiOzzwdLU_v,35540634,141366,151,2024-10-02 03:31:29,2024-10-02 03:32:20,2024-10-02 03:32:21,,2024-10-02 03:31:29,no,,,890118,,2024-10-02 03:32:21
Ko9yfXe7kaJIAC6nvtzg0_UDovrSHi3gCZbdY6lL3rfN-fkbxcSeMecBZzuZ3css,35540635,141366,152,2024-10-02 03:31:32,2024-10-02 03:32:13,2024-10-02 03:32:13,,2024-10-02 03:31:33,no,,,814176,,2024-10-02 03:32:13
GJjGr0Pwj31gyzNFMe-0x4U7KGsyxfClhdXuwn5Vi0jYLCJ66VXINdc2oHICVIV4,35540663,141366,153,2024-10-02 03:33:40,2024-10-02 03:35:46,2024-10-02 03:35:47,,2024-10-02 03:33:40,yes,yes,150,357285,,2024-10-02 03:35:46
tZ4hHexNvqVW9_Da0m-llkFfwmHZJcr2lsvdEYCL3v8KRQWB8NmrLm47uh0xY5Nm,35540683,141366,154,2024-10-02 03:36:58,2024-10-02 03:37:21,2024-10-02 03:37:22,,2024-10-02 03:36:58,yes,yes,1500,279637,,2024-10-02 03:37:22
5Z4CWu_C8o8GTG1tCdygJ_HsMSBxYLMngeFzTOGeST47_qFF-7UoRsRC3_-b3-ZX,35540689,141366,155,2024-10-02 03:38:11,2024-10-02 03:38:42,2024-10-02 03:38:43,,2024-10-02 03:38:11,yes,yes,250,236473,,2024-10-02 03:38:42
7U3gNsWg_F2OeXK6Dqpmmd1XG3jajWhvll3QtV2X-gtyidEau2u-JKjL_Wt6gONe,35540711,141366,156,2024-10-02 03:41:39,2024-10-02 03:42:37,2024-10-02 03:42:38,,2024-10-02 03:41:39,no,,,866859,,2024-10-02 03:42:37
mK9V9qdG-rXLMijCnWvuvau5hCj8apABHvCg0l_ohkBbm3olp3P9AUYmrHXkFD2Y,35540730,141366,157,2024-10-02 03:45:49,2024-10-02 03:49:09,2024-10-02 03:49:10,,2024-10-02 03:45:49,yes,yes,40,565449,,2024-10-02 03:49:10
mOZJDuKxHdjeZG9PxzGybftphB-DhQoYFpuAsq-kkC_5orKNkkspN4s0qHyOvQAI,35540774,141366,158,2024-10-02 03:54:41,2024-10-02 03:55:00,2024-10-02 03:55:01,,2024-10-02 03:54:41,yes,yes,2,488675,,2024-10-02 03:55:00
iC7-dGCia3hwnrLTOI7UqKuB7oIQmqIyZEFyYUu0gvs_SkngAxNFHNBWpIK5XKhZ,35540805,141366,159,2024-10-02 03:58:13,2024-10-02 03:58:43,2024-10-02 03:58:44,,2024-10-02 03:58:14,no,,,217517,,2024-10-02 03:58:43
h37YcxV4xiVhpz1FNbjimZMXmtyKCSpinGuj_F5Kc6XBGNyHXLJuWTPLCxzwrzXj,35540871,141366,160,2024-10-02 04:12:48,2024-10-02 04:13:53,2024-10-02 04:13:54,,2024-10-02 04:12:48,yes,yes,300,512806,,2024-10-02 04:13:54
5E0ssFJ1iti60ze-_HMYR2wUuM1_aAsYbfKdTbEWazS5FMxj-QLxNMj0oGC4f0yF,35540882,141366,161,2024-10-02 04:14:22,2024-10-02 04:15:07,2024-10-02 04:15:08,,2024-10-02 04:14:23,yes,no,,213134,,2024-10-02 04:15:08
opUKB5tEBmkaDkTt94qn26exhK1ubYskwf-P44h85rVWHxLb-8AQIBEHIOulBkSR,35540914,141366,162,2024-10-02 04:18:41,2024-10-02 04:19:20,2024-10-02 04:19:20,,2024-10-02 04:18:41,no,,,461379,Fun,2024-10-02 04:19:20
sid-qNhxzzRCyaOhmaPjqM0E-0rSbrxXjhKAB7-yZBtIIi7tKuxlvyXwmAAfdB9g,35540931,141366,163,2024-10-02 04:22:30,2024-10-02 04:23:21,2024-10-02 04:23:22,,2024-10-02 04:22:30,yes,yes,200,676788,,2024-10-02 04:23:21
yvh4RKsXX2sVqNIfEL-RDxBryQ84Y4gPgBXgN6ECmUdOKoRcXXsFsGotbiiSoIHo,35540981,141366,164,2024-10-02 04:31:42,2024-10-02 04:32:10,2024-10-02 04:32:11,,2024-10-02 04:31:42,yes,no,,984846,,2024-10-02 04:32:11
DoHUaL63R4lQu7o_qEChsP3BvBXlmK-jVvS4Tm_t4JSVZIahRjRd2ktRs2AYHJoV,35540992,141366,165,2024-10-02 04:32:55,2024-10-02 04:33:32,2024-10-02 04:33:33,,2024-10-02 04:32:56,yes,no,,316933,,2024-10-02 04:33:33
REVPbHalMLxuctaJV7U7L4-oHjgkwYUadNq7C3UjSAqK_9RwDtnNRhyM1KULpPCb,35541013,141366,166,2024-10-02 04:36:55,2024-10-02 04:37:33,2024-10-02 04:37:34,,2024-10-02 04:36:55,no,,,337149,None,2024-10-02 04:37:33
6jEHqxyda6mN4tOPjf9G_FqTk-2p991oZcVpO1YdSQjJNFM_VCWPcLMSOqtCVTWG,35541029,141366,167,2024-10-02 04:38:59,2024-10-02 04:39:39,2024-10-02 04:39:40,,2024-10-02 04:39:00,yes,no,,153263,,2024-10-02 04:39:40
CRYKLRc-hOJVgKHasrcZokrjJ_6jrt_DClse5f-JaU5JeuiNqyQ5l6R6WrP1ikKr,35541036,141366,168,2024-10-02 04:40:25,2024-10-02 04:43:08,2024-10-02 04:43:09,,2024-10-02 04:40:26,no,,,450393,,2024-10-02 04:43:08
Y7_ddtJHFmE-LD8bqotk16BcDj3KLAyACJTK4ImVHN-rbSt3UlAcsQfp8_IthnNl,35541080,141366,169,2024-10-02 04:45:17,2024-10-02 04:49:22,2024-10-02 04:49:23,,2024-10-02 04:45:17,no,,,288117,"I currently have a solar system with a Tesla battery. It's relatively new and I'm learning how this system will work given my usage of electricity.  EV cars and owners have been accused of draining the available electricity and causing blackouts.  However, most EV owners I know get their electricity at home from their own solar systems and or batteries.  ",2024-10-02 04:49:23
OXxyJBzypDCtrj__1t8CPA_XzgcxKwA-fQ5WlNmYp_1KiZOyObj8TwbOZatoyskW,35541118,141366,170,2024-10-02 04:49:55,2024-10-02 04:50:23,2024-10-02 04:50:24,,2024-10-02 04:49:56,no,,,450989,450989,2024-10-02 04:50:24
gnB0sg2T2ojokJffCjmdcjnZT0bM7Xe0Hf8ihSKSiiGqPq9HfkwJYz7sfKlhM3v-,35541124,141366,171,2024-10-02 04:50:41,2024-10-02 04:51:33,2024-10-02 04:51:34,,2024-10-02 04:50:41,yes,no,,907730,,2024-10-02 04:51:34
RZLk6ld8xcaShT_GUD8KUpbOGNadJ16ujk-22Sf8cMuYtypH4t1rBzg0EVUj0cwz,35541125,141366,172,2024-10-02 04:50:48,2024-10-02 04:51:53,2024-10-02 04:51:53,,2024-10-02 04:50:49,no,,,477334,I am off grid using solar,2024-10-02 04:51:53
YX1vxjIg7kYaW6U3KY-vP6IkcdpQydb4RaWRQvjE563iHID8W55oWxbvDonOcMz7,35541126,141366,173,2024-10-02 04:50:54,2024-10-02 04:53:05,2024-10-02 04:53:06,,2024-10-02 04:50:54,yes,no,,465325,,2024-10-02 04:53:06
YdyyXAJLxY-lkSzZR0cTWWN8gqW-J-Aeg1c419GPuVaqixGNsv4-JMYd6pgAsZPw,35541132,141366,174,2024-10-02 04:51:45,2024-10-02 04:52:39,2024-10-02 04:52:40,,2024-10-02 04:51:46,yes,yes,500,764336,,2024-10-02 04:52:40
onPYFK1tvF9DT2pQdUWimG5XaiWKCFU-PS4rg-Q6hyR61CZXIT7aQhGcg9POF3i-,35541137,141366,175,2024-10-02 04:52:08,2024-10-02 04:53:15,2024-10-02 04:53:16,,2024-10-02 04:52:08,yes,yes,500,110991,,2024-10-02 04:53:15
sDVHnV_NH6-xsZXQm2ds8JrZVdfsZBMIdpzvEVf2ig55EcWSMIJcm3rv_-YuxdoO,35541149,141366,176,2024-10-02 04:53:17,2024-10-02 04:53:44,2024-10-02 04:53:45,,2024-10-02 04:53:18,yes,yes,2500,976276,,2024-10-02 04:53:45
RbxKdWgqlDGflhRItdS_kT9CPxFWN9qOoupVTGOa_05Vf7eyBHweAavbRf6rCs0o,35541181,141366,177,2024-10-02 04:58:21,2024-10-02 04:59:04,2024-10-02 04:59:05,,2024-10-02 04:58:22,yes,yes,250,871515,,2024-10-02 04:59:04
_6cqxqUrND7YnBmZIx6hXL6kKR5enXqT9IqbAcCG0h_QvwiZ7Wj3WPYh10fZ7x3G,35541198,141366,178,2024-10-02 05:02:38,2024-10-02 05:03:31,2024-10-02 05:03:32,,2024-10-02 05:02:38,yes,no,,139663,,2024-10-02 05:03:32
4llthQ7PFpupa_0k55Amcwq_3B4HonIvdjf3KGhgVppj-X8rUqnyJgQ7QxmT9AAj,35541218,141366,179,2024-10-02 05:05:54,2024-10-02 05:06:57,2024-10-02 05:06:58,,2024-10-02 05:05:54,yes,yes,500,674850,,2024-10-02 05:06:58
tfad9gcm1kHhx_L5sIJ5Q3TVwHrL9koj_UWGaLx7ssunpVOpuFE_w8IUl6kL7Wgi,35541220,141366,180,2024-10-02 05:06:25,2024-10-02 05:07:02,2024-10-02 05:07:02,,2024-10-02 05:06:25,no,,,711286,,2024-10-02 05:07:02
BkKoJrwwa02jtQ1gzPOElAZLNzUzql4WZ9NAj1qcoR-pnMpo6G13F4niMS4lQT5j,35541221,141366,181,2024-10-02 05:06:41,2024-10-02 05:07:07,2024-10-02 05:07:07,,2024-10-02 05:06:42,yes,yes,100,599974,,2024-10-02 05:07:07
ZSZU_4LLbJUt4VCf_U4VooClgF1dojQQruKjDPyjGKFgVekE057RPaL582Tnvhad,35541266,141366,182,2024-10-02 05:13:23,2024-10-02 05:14:11,2024-10-02 05:14:12,,2024-10-02 05:13:23,yes,yes,400,400560,,2024-10-02 05:14:11
EVhIP_FL9DJ9M1hScX7tdEWM-ywV8KzC4y47Irxan26P_yVIh6l9Quj3p4HfEm9u,35541278,141366,183,2024-10-02 05:14:24,2024-10-02 05:15:02,2024-10-02 05:15:03,,2024-10-02 05:14:25,no,,,758088,,2024-10-02 05:15:02
TLGpXxvB5X3ndguOgkRCvUrlRHQQWFOHHOYWFllJUysYVkmS6OEAecKmfUrLmPhu,35541346,141366,184,2024-10-02 05:27:24,2024-10-02 05:28:35,2024-10-02 05:28:35,,2024-10-02 05:27:24,no,,,897029,,2024-10-02 05:28:35
pxOrhC9QH3x0292vLwQakm6d0xQpi371HWcFc6LBSI0pHpvETsbLJCdUhJAJXoaG,35541369,141366,185,2024-10-02 05:31:48,2024-10-02 05:32:19,2024-10-02 05:32:20,,2024-10-02 05:31:48,yes,yes,35,748670,,2024-10-02 05:32:19
hCOlmguns5lmQD_KZmQ2MAUZ16VahplexXDwSWmjhf09ssV_9L6_eryi9HUXgk0M,35541377,141366,186,2024-10-02 05:32:31,2024-10-02 05:33:16,2024-10-02 05:33:16,,2024-10-02 05:32:31,no,,,674872,No additional questions. ,2024-10-02 05:33:16
vboBA8sTyNBBEKospNM428kvAAigFzPq0-Nx0O_NyVQ95C3Tz96Lh8bkKg2vhkrL,35541396,141366,187,2024-10-02 05:37:49,2024-10-02 05:38:52,2024-10-02 05:38:52,,2024-10-02 05:37:49,no,,,983697,,2024-10-02 05:38:52
fYuHoNXPVefiVP4Jb9JFo587iaLjHzZzLC5qy2a_XXV6AIt2OR98JElYqXvmx2a2,35541496,141366,188,2024-10-02 06:00:40,2024-10-02 06:01:23,2024-10-02 06:01:24,,2024-10-02 06:00:40,yes,yes,1500,942360,,2024-10-02 06:01:24
3UDYZesXj5C1I_5n-Pg5jloxo3TI1dMrEULu3mFDfcI-FVKVlPe8zuGOTW5zAhc8,35541523,141366,189,2024-10-02 06:06:55,2024-10-02 06:07:56,2024-10-02 06:08:01,,2024-10-02 06:06:55,yes,no,,178157,,2024-10-02 06:08:00
IT_S1Cp_CYpTVvwmZvoaXlDpJDJ_rkzZI4y8Al2b-2sXJPx8YEdYvxEj3bN9DNmj,35541532,141366,190,2024-10-02 06:08:52,2024-10-02 06:09:20,2024-10-02 06:09:21,,2024-10-02 06:08:53,yes,no,,906921,,2024-10-02 06:09:21
UoOdw6Byv7aIK5DwrXqd2Efin5Q-FvCzd1gj5VE44kDUzK_zCJLMl-mPljSP3ChK,35541563,141366,191,2024-10-02 06:16:12,2024-10-02 06:17:08,2024-10-02 06:17:09,,2024-10-02 06:16:12,no,,,553440,,2024-10-02 06:17:09
Gfgc5elLUqqwbgaF7D0hvYR-XOx86at53PW81jhZfCVqtmx9o7bEl4W4tAP_r7z4,35541605,141366,192,2024-10-02 06:25:18,2024-10-02 06:26:38,2024-10-02 06:26:39,,2024-10-02 06:25:19,no,,,981775,,2024-10-02 06:26:38
a6s4S85CdJxHhl9u5Jw3-JuDOH2DPj6qCFfhY0y4kmVmldwX2eZU2PDkgY5b429b,35541619,141366,193,2024-10-02 06:29:28,2024-10-02 06:30:47,2024-10-02 06:30:48,,2024-10-02 06:29:29,no,,,355195,I am glad to take part in this survey. ,2024-10-02 06:30:47
